Out Datetime,In Datetime,Name,Voltage (kV),Line Type,Gen Flag,Length (miles),Duration (minutes),Outage Type,Dispatcher Cause,Field Cause,District,Outage ID,year,Cause Dispatch,Cause Field,Responsible System Dispatch,Responsible System Field,Cause,Responsible System,O&M District,Transmission Owner NERC TADS,Out Datetime (PPT),In Datetime (PPT)
07/08/2018 07:04,07/08/2018 07:04,Broadview-Garrison No 1 500kV line,500.0,L, ,224.71,0,Auto,,,,206713,2018,,,,,Unknown,Foreign,KAL,NWMT,,
07/08/2018 09:17,07/08/2018 09:17,Celilo-Sylmar Pole No 3 1000kV line,1000.0,L, ,844.15,0,Auto,,,,206714,2018,,,,,Fire,Foreign,TDA RED,LDWP,,
07/08/2018 12:31,07/08/2018 13:36,Driscoll-Astoria No 1 115kV line,115.0,L,G,21.24,65,Plan,,,,206715,2018,,,,,Urgent,Foreign,LGV,BPAT,,
07/08/2018 12:31,07/08/2018 13:36,Fern Hill-Astoria section of Driscoll-Astoria No 1 115kV line,115.0,S, ,3.94,65,Plan,,,,206715,2018,,,,,Urgent,Foreign,LGV,BPAT,,
07/09/2018 06:03,07/09/2018 17:26,Cardwell-Ariel section of Cardwell-PACW Merwin No 1 115kV line,115.0,S, ,15.5,683,Plan,,,,206717,2018,,,,,Construction,Foreign,LGV,PAC,,
07/09/2018 06:03,07/09/2018 17:26,Cardwell-PACW Merwin No 1 115kV line,115.0,L,G,16.3,683,Plan,,,,206717,2018,,,,,Construction,Foreign,LGV,PAC,,
07/09/2018 06:03,07/24/2018 15:29,Grand Coulee-Chief Joseph No 1 230kV line,230.0,L, ,32.73,22166,Plan,,,,206718,2018,,,,,Maintenance,BPA,WEN,BPAT,,
07/09/2018 06:37,07/12/2018 20:10,Condon-Fossil section of De Moss-Fossil No 1 115kV line,115.0,S, ,18.43,5133,Plan,,,,206719,2018,,,,,Maintenance,BPA,TDA,BPAT,,
07/09/2018 06:37,07/12/2018 20:10,De Moss-Fossil No 1 115kV line,115.0,L,G,52.72,5133,Plan,,,,206719,2018,,,,,Maintenance,BPA,TDA,BPAT,,
07/09/2018 06:39,07/09/2018 16:58,Olympia-Shelton No 3 230kV line,230.0,L, ,19.96,619,Plan,,,,206720,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/09/2018 06:39,07/09/2018 20:11,Paul-Olympia No 1 500kV line,500.0,L, ,20.24,812,Plan,,,,206721,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/09/2018 06:42,07/12/2018 12:01,Columbia Falls-Kalispell No 1 115kV line,115.0,L, ,10.8,4639,Plan,,,,206723,2018,,,,,Maintenance,BPA,KAL,BPAT,,
07/09/2018 07:04,07/09/2018 15:49,Bothell-Sno-King No 1 230kV line,230.0,L, ,3.68,525,Plan,,,,206724,2018,,,,,Construction,BPA,SNO,SCL,,
07/09/2018 07:04,07/09/2018 15:49,Bothell-Sno-King No 2 230kV line,230.0,L, ,3.58,525,Plan,,,,206725,2018,,,,,Construction,BPA,SNO,SCL,,
07/09/2018 07:07,07/19/2018 15:02,Snohomish-Murray No 1 230kV line,230.0,L, ,17.38,14875,Plan,,,,206726,2018,,,,,Maintenance,BPA,SNO,BPAT,,
07/09/2018 07:22,07/10/2018 13:38,Bellingham-76E section of Bellingham-Refinery 115kV line,115.0,S, ,,1816,Plan,,,,206727,2018,,,,,Maintenance,Foreign,SNO,WHAT,,
07/09/2018 07:22,07/10/2018 13:38,Bellingham-Refinery 115kV line,115.0,L,G,12.7,1816,Plan,,,,206727,2018,,,,,Maintenance,Foreign,SNO,WHAT,,
07/09/2018 07:31,07/09/2018 14:43,Olympia-South Elma No 1 115kV line,115.0,L, ,21.18,432,Plan,,,,206728,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/09/2018 07:35,07/10/2018 14:13,North Bonneville-Ross No 1 230kV line,230.0,L, ,35.63,1838,Plan,,,,206731,2018,,,,,Maintenance,BPA,LGV,BPAT,,
07/09/2018 07:35,07/10/2018 14:12,North Bonneville-Sifton section of North Bonneville-Ross No 1 230kV line,230.0,S,G,27.08,1837,Plan,,,,206731,2018,,,,,Maintenance,BPA,LGV,BPAT,,
07/09/2018 07:35,07/10/2018 14:13,Sifton tap to North Bonneville-Ross No 1 230kV line,230.0,T, ,1.24,1838,Plan,,,,206731,2018,,,,,Maintenance,BPA,LGV,BPAT,,
07/09/2018 07:35,07/10/2018 14:12,Sifton-Ross section of North Bonneville-Ross No 1 230kV line,230.0,S,G,8.55,1837,Plan,,,,206731,2018,,,,,Maintenance,BPA,LGV,BPAT,,
07/09/2018 08:05,12/20/2018 12:17,McNary-Morrow Flat No 2 230kV line,230.0,L, ,16.31,236472,Plan,,,,206732,2018,,,,,Construction,BPA,TRI,BPAT,,
07/09/2018 08:34,07/18/2018 16:15,Eugene-Alvey No 2 115kV line,115.0,L,G,12.67,13421,Plan,,,,206733,2018,,,,,Maintenance,BPA,EUG,BPAT,,
07/09/2018 08:34,07/18/2018 16:15,Eugene-Dillard section of Eugene-Alvey No 2 115kV line,115.0,S, ,9.36,13421,Plan,,,,206733,2018,,,,,Maintenance,BPA,EUG,BPAT,,
07/09/2018 08:44,07/11/2018 16:32,Salem-Grand Ronde No 1 115kV line,115.0,L, ,27.8,3348,Plan,,,,206734,2018,,,,,Maintenance,BPA,SAL,BPAT,,
07/09/2018 08:50,07/11/2018 19:11,Fairmount-Port Angeles No 1 230kV line,230.0,L, ,26.7,3501,Plan,,,,206735,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/09/2018 09:24,07/17/2018 10:30,Dixonville PACW-Reston No 1 230kV line,230.0,L, ,17.4,11586,Plan,,,,206736,2018,,,,,Construction,BPA,EUG,PAC,,
07/09/2018 09:24,07/17/2018 10:30,Reston-Fairview No 2 230kV line,230.0,L, ,29.47,11586,Plan,,,,206737,2018,,,,,Construction,BPA,EUG,BPAT,,
07/09/2018 10:03,07/09/2018 10:12,Lost River-Spar Canyon No 1 230kV line,230.0,L, ,53.19,9,Plan,,,,206740,2018,,,,,Switching,BPA,IDF,BPAT,,
07/09/2018 10:03,07/09/2018 10:12,Spar Canyon-Round Valley No 1 230kV line,230.0,L, ,11.92,9,Plan,,,,206741,2018,,,,,Switching,BPA,IDF,BPAT,,
07/09/2018 10:06,07/12/2018 12:23,Swan Valley-Teton No 1 115kV line,115.0,L,T,35.47,4457,Plan,,,,206742,2018,,,,,Urgent,BPA,IDF,BPAT,,
07/09/2018 10:06,07/12/2018 12:23,Victor-Targhee section of Targhee tap to Swan Valley-Teton No 1 115kV line,115.0,TS, ,7.92,4457,Plan,,,,206742,2018,,,,,Urgent,BPA,IDF,BPAT,,
07/09/2018 12:15,07/12/2018 14:59,Fidalgo-Lopez Island No 5 69kV line,69.0,L, ,8.49,4484,Plan,,,,206743,2018,,,,,Maintenance,BPA,SNO,BPAT,,
07/09/2018 14:08,07/12/2018 14:36,Benton-Scooteney No 1 115kV line,115.0,L,G,20.32,4348,Plan,,,,206745,2018,,,,,Maintenance,BPA,TRI,BPAT,,
07/09/2018 14:08,07/12/2018 14:36,Ringold-Mesa section of Benton-Scooteney No 1 115kV line,115.0,S, ,6.38,4348,Plan,,,,206745,2018,,,,,Maintenance,BPA,TRI,BPAT,,
07/09/2018 14:34,07/12/2018 15:11,Midway-Benton No 1 115kV line,115.0,L,G,28.75,4357,Plan,,,,206746,2018,,,,,Maintenance,BPA,TRI,BPAT,,
07/09/2018 14:34,07/12/2018 15:11,Midway-Scooteney tap section of Midway-Benton No 1 115kV line,115.0,S, ,13.9,4357,Plan,,,,206746,2018,,,,,Maintenance,BPA,TRI,BPAT,,
07/09/2018 15:44,07/10/2018 07:38,Paul D. Johnson tap to Ross-Vancouver Shipyard No 1 115kV line,115.0,T, ,0.12,954,Plan,,,,206749,2018,,,,,Normally Out,BPA,LGV,BPAT,,
07/09/2018 15:44,07/10/2018 07:38,Ross-Vancouver Shipyard No 1 115kV line,115.0,L,T,4.73,954,Plan,,,,206749,2018,,,,,Normally Out,BPA,LGV,BPAT,,
07/10/2018 06:00,07/10/2018 17:56,Cardwell-Ariel section of Cardwell-PACW Merwin No 1 115kV line,115.0,S, ,15.5,716,Plan,,,,206750,2018,,,,,Construction,Foreign,LGV,PAC,,
07/10/2018 06:00,07/10/2018 17:56,Cardwell-PACW Merwin No 1 115kV line,115.0,L,G,16.3,716,Plan,,,,206750,2018,,,,,Construction,Foreign,LGV,PAC,,
07/10/2018 07:07,07/10/2018 16:48,Custer-Intalco No 2 230kV line,230.0,L, ,7.15,581,Plan,,,,206751,2018,,,,,Maintenance,BPA,SNO,BPAT,,
07/10/2018 07:09,07/10/2018 15:26,Shelton-Fairmount No 1 115kV line,115.0,L,G,60.23,497,Plan,,,,206752,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/10/2018 07:09,07/10/2018 15:26,Shelton-Potlatch section of Shelton-Fairmount No 1 115kV line,115.0,S, ,13.33,497,Plan,,,,206752,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/10/2018 09:10,07/10/2018 10:34,Chief Joseph PH-Chief Joseph No 3 230kV line,230.0,L, ,0.95,84,Plan,,,,206754,2018,,,,,Maintenance,BPA,WEN,BPAT,,
07/10/2018 09:54,07/10/2018 11:05,Satsop-Aberdeen No 2 230kV line,230.0,L, ,20.68,71,Plan,,,,206755,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/10/2018 15:42,07/11/2018 07:53,Paul D. Johnson tap to Ross-Vancouver Shipyard No 1 115kV line,115.0,T, ,0.12,971,Plan,,,,206756,2018,,,,,Normally Out,BPA,LGV,BPAT,,
07/10/2018 15:42,07/11/2018 07:53,Ross-Vancouver Shipyard No 1 115kV line,115.0,L,T,4.73,971,Plan,,,,206756,2018,,,,,Normally Out,BPA,LGV,BPAT,,
07/10/2018 16:52,07/16/2018 05:07,Broadview-Garrison No 2 500kV line,500.0,L, ,224.71,7935,Plan,,,,206757,2018,,,,,Voltage Control,Foreign,KAL,NWMT,,
07/10/2018 18:54,07/12/2018 10:32,Grizzly-PGE Round Butte No 1 500kV line,500.0,L, ,15.6,2378,Plan,,,,206758,2018,,,,,Oper Plan/RTCA Reqd Action,BPA,RED,PGE,,
07/11/2018 03:43,07/11/2018 03:43,Dayton tap to Walla Walla-Tucannon River No 1 115kV line,115.0,T,G,7.0,0,Auto,,,,206759,2018,,,,,Unknown,BPA,TRI,BPAT,,
07/11/2018 03:43,07/11/2018 03:43,Dayton-Tucannon River section of Walla Walla-Tucannon River No 1 115kV line,115.0,S,G,7.35,0,Auto,,,,206759,2018,,,,,Unknown,BPA,TRI SPK,BPAT,,
07/11/2018 03:43,07/11/2018 03:43,Walla Walla-Dayton section of Walla Walla-Tucannon River No 1 115kV line,115.0,S,G,39.33,0,Auto,,,,206759,2018,,,,,Unknown,BPA,TRI,BPAT,,
07/11/2018 03:43,07/11/2018 03:43,Walla Walla-Tucannon River No 1 115kV line,115.0,L, ,46.68,0,Auto,,,,206759,2018,,,,,Unknown,BPA,TRI SPK,BPAT,,
07/11/2018 05:35,07/12/2018 05:28,Canby-Hilltop section of Malin-Hilltop No 1 230kV line,230.0,S, ,18.72,1433,Plan,,,,206761,2018,,,,,Maintenance,BPA,RED,BPAT,,
07/11/2018 05:35,07/12/2018 05:28,Malin-Hilltop No 1 230kV line,230.0,L,G,62.26,1433,Plan,,,,206761,2018,,,,,Maintenance,BPA,RED,BPAT,,
07/11/2018 05:36,07/11/2018 05:44,Canby tap to Malin-Hilltop No 1 230kV line,230.0,T, ,7.85,8,Plan,,,,206762,2018,,,,,Maintenance,BPA,RED,BPAT,,
07/11/2018 05:36,07/11/2018 05:44,Malin-Canby section of Malin-Hilltop No 1 230kV line,230.0,S, ,43.54,8,Plan,,,,206762,2018,,,,,Maintenance,BPA,RED,BPAT,,
07/11/2018 05:36,07/11/2018 05:44,Malin-Hilltop No 1 230kV line,230.0,L,O,62.26,8,Plan,,,,206762,2018,,,,,Maintenance,BPA,RED,BPAT,,
07/11/2018 06:00,07/11/2018 17:30,Cardwell-Ariel section of Cardwell-PACW Merwin No 1 115kV line,115.0,S, ,15.5,690,Plan,,,,206764,2018,,,,,Construction,Foreign,LGV,PAC,,
07/11/2018 06:00,07/11/2018 17:30,Cardwell-PACW Merwin No 1 115kV line,115.0,L,G,16.3,690,Plan,,,,206764,2018,,,,,Construction,Foreign,LGV,PAC,,
07/11/2018 07:07,07/11/2018 15:23,Custer-Intalco No 2 230kV line,230.0,L, ,7.15,496,Plan,,,,206765,2018,,,,,Maintenance,BPA,SNO,BPAT,,
07/11/2018 07:22,07/11/2018 14:58,Discovery-Chenoweth No 1 115kV line,115.0,L, ,0.24,456,Plan,,,,206766,2018,,,,,Maintenance,BPA,TDA,BPAT,,
07/11/2018 08:34,07/11/2018 08:34,Addy tap to Bell-Boundary No 3 230kV line,230.0,T,G,0.02,0,Auto,,,,206768,2018,,,,,Contamination,BPA,SPK,BPAT,,
07/11/2018 08:34,07/11/2018 08:34,Addy-Boundary section of Bell-Boundary No 3 230kV line,230.0,S,G,57.73,0,Auto,,,,206768,2018,,,,,Contamination,BPA,SPK,BPAT,,
07/11/2018 08:34,07/11/2018 08:34,Bell-Addy section of Bell-Boundary No 3 230kV line,230.0,S,G,50.34,0,Auto,,,,206768,2018,,,,,Contamination,BPA,SPK,BPAT,,
07/11/2018 08:34,07/11/2018 08:34,Bell-Boundary No 3 230kV line,230.0,L, ,108.07,0,Auto,,,,206768,2018,,,,,Contamination,BPA,SPK,BPAT,,
07/11/2018 10:12,07/11/2018 14:45,Belfair-Kitsap section of Shelton-Kitsap No 2 115kV line,115.0,S, ,10.91,273,Plan,,,,206770,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/11/2018 10:12,07/11/2018 14:45,Shelton-Kitsap No 2 115kV line,115.0,L,G,30.34,273,Plan,,,,206770,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/11/2018 15:36,07/12/2018 07:37,Paul D. Johnson tap to Ross-Vancouver Shipyard No 1 115kV line,115.0,T, ,0.12,961,Plan,,,,206771,2018,,,,,Normally Out,BPA,LGV,BPAT,,
07/11/2018 15:36,07/12/2018 07:37,Ross-Vancouver Shipyard No 1 115kV line,115.0,L,T,4.73,961,Plan,,,,206771,2018,,,,,Normally Out,BPA,LGV,BPAT,,
07/11/2018 22:38,07/13/2018 06:24,Garrison-Taft No 2 500kV line,500.0,L, ,159.38,1906,Plan,,,,206772,2018,,,,,Voltage Control,BPA,KAL SPK,BPAT,,
07/12/2018 05:18,07/12/2018 05:28,Canby tap to Malin-Hilltop No 1 230kV line,230.0,T, ,7.85,10,Plan,,,,206777,2018,,,,,Switching,BPA,RED,BPAT,,
07/12/2018 05:18,07/12/2018 05:28,Malin-Canby section of Malin-Hilltop No 1 230kV line,230.0,S, ,43.54,10,Plan,,,,206777,2018,,,,,Switching,BPA,RED,BPAT,,
07/12/2018 05:18,07/12/2018 05:28,Malin-Hilltop No 1 230kV line,230.0,L,O,62.26,10,Plan,,,,206777,2018,,,,,Switching,BPA,RED,BPAT,,
07/12/2018 05:59,07/12/2018 17:04,Cardwell-Ariel section of Cardwell-PACW Merwin No 1 115kV line,115.0,S, ,15.5,665,Plan,,,,206778,2018,,,,,Construction,Foreign,LGV,PAC,,
07/12/2018 05:59,07/12/2018 17:04,Cardwell-PACW Merwin No 1 115kV line,115.0,L,G,16.3,665,Plan,,,,206778,2018,,,,,Construction,Foreign,LGV,PAC,,
07/12/2018 08:52,07/12/2018 14:14,Energizer-Willis 230kV line,230.0,L, ,8.5,322,Plan,,,,206781,2018,,,,,Maintenance,BPA,RED TDA,KPUD,,
07/12/2018 08:52,07/12/2018 14:14,Rock Creek-Energizer 230kV line,230.0,L, ,1.5,322,Plan,,,,206782,2018,,,,,Maintenance,BPA,TDA,KPUD,,
07/12/2018 09:04,07/12/2018 13:24,Benson-B-2057 section of Shelton-Kitsap No 2 115kV line,115.0,S, ,,260,Plan,,,,206783,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/12/2018 09:04,07/12/2018 13:24,Shelton-Kitsap No 2 115kV line,115.0,L,G,30.34,260,Plan,,,,206783,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/12/2018 09:20,07/12/2018 13:17,B-2057-Belfair section of Shelton-Kitsap No 2 115kV line,115.0,S, ,,237,Plan,,,,206784,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/12/2018 09:20,07/12/2018 13:17,Shelton-Kitsap No 2 115kV line,115.0,L,O,30.34,237,Plan,,,,206784,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/12/2018 14:23,07/12/2018 17:16,Box Canyon-Cusick section of Box Canyon-Usk 115kV line,115.0,S, ,36.13,173,Auto,,,,206785,2018,,,,,Unknown,Foreign,SPK,POPD,,
07/12/2018 14:23,07/12/2018 17:16,Box Canyon-Usk 115kV line,115.0,L,G,40.58,173,Auto,,,,206785,2018,,,,,Unknown,Foreign,SPK,POPD,,
07/12/2018 14:23,07/12/2018 14:51,Cusick-Usk section of Box Canyon-Usk 115kV line,115.0,S, ,4.45,28,Auto,,,,206785,2018,,,,,Unknown,Foreign,SPK,POPD,,
07/12/2018 15:08,11/05/2018 09:35,Benton-Scooteney No 1 115kV line,115.0,L,G,20.32,166767,Plan,,,,206786,2018,,,,,Normally Out,BPA,TRI,BPAT,,
07/12/2018 15:08,11/05/2018 09:35,Connell-Scooteney section of Benton-Scooteney No 1 115kV line,115.0,S, ,1.57,166767,Plan,,,,206786,2018,,,,,Normally Out,BPA,TRI,BPAT,,
07/12/2018 15:25,07/13/2018 07:47,Paul D. Johnson tap to Ross-Vancouver Shipyard No 1 115kV line,115.0,T, ,0.12,982,Plan,,,,206787,2018,,,,,Normally Out,BPA,LGV,BPAT,,
07/12/2018 15:25,07/13/2018 07:47,Ross-Vancouver Shipyard No 1 115kV line,115.0,L,T,4.73,982,Plan,,,,206787,2018,,,,,Normally Out,BPA,LGV,BPAT,,
07/13/2018 13:57,08/20/2018 08:21,Paul D. Johnson tap to Ross-Vancouver Shipyard No 1 115kV line,115.0,T, ,0.12,54384,Plan,,,,206788,2018,,,,,Normally Out,BPA,LGV,BPAT,,
07/13/2018 13:57,08/20/2018 08:21,Ross-Vancouver Shipyard No 1 115kV line,115.0,L,T,4.73,54384,Plan,,,,206788,2018,,,,,Normally Out,BPA,LGV,BPAT,,
07/14/2018 13:59,07/14/2018 15:03,Midway-Benton No 1 115kV line,115.0,L,G,28.75,64,Plan,,,,206839,2018,,,,,Emergency,Foreign,TRI,BPAT,,
07/14/2018 13:59,07/14/2018 15:03,Radar USBR tap to Scooteney tap to Midway-Benton No 1 115kV line,115.0,TT,G,1.94,230,Plan,,,,206839,2018,,,,,Emergency,Foreign,TRI,BPAT,,
07/14/2018 15:55,08/11/2018 03:50,Driscoll-Cathlamet section of Driscoll-Naselle No 1 115kV line,115.0,S, ,6.49,39595,Plan,,,,206791,2018,,,,,Load Control,BPA,LGV,BPAT,,
07/14/2018 15:55,08/11/2018 03:50,Driscoll-Naselle No 1 115kV line,115.0,L,G,35.08,39595,Plan,,,,206791,2018,,,,,Load Control,BPA,LGV OLY,BPAT,,
07/14/2018 20:37,07/14/2018 20:37,Addy tap to Bell-Boundary No 3 230kV line,230.0,T, ,0.02,0,Auto,,,,206793,2018,,,,,Contamination,BPA,SPK,BPAT,,
07/14/2018 20:37,07/14/2018 20:37,Addy-Boundary section of Bell-Boundary No 3 230kV line,230.0,S,G,57.73,0,Auto,,,,206793,2018,,,,,Contamination,BPA,SPK,BPAT,,
07/14/2018 20:37,07/14/2018 20:37,Bell-Addy section of Bell-Boundary No 3 230kV line,230.0,S,G,50.34,0,Auto,,,,206793,2018,,,,,Contamination,BPA,SPK,BPAT,,
07/14/2018 20:37,07/14/2018 20:37,Bell-Boundary No 3 230kV line,230.0,L, ,108.07,0,Auto,,,,206793,2018,,,,,Contamination,BPA,SPK,BPAT,,
07/15/2018 15:32,07/15/2018 15:32,Cedarville Junction tap to Mile Hi-Alturas 115kV line,115.0,T,G,0.03,0,Auto,,,,206796,2018,,,,,Weather,Foreign,RED,PAC,,
07/15/2018 15:32,07/15/2018 15:32,Davis Creek tap to Mile Hi-Alturas 115kV line,115.0,T,G,0.48,0,Auto,,,,206796,2018,,,,,Weather,Foreign,RED,PAC,,
07/15/2018 15:32,07/15/2018 15:32,Mile Hi-Alturas 115kV line,115.0,L, ,56.64,0,Auto,,,,206796,2018,,,,,Weather,Foreign,RED,PAC,,
07/15/2018 15:42,07/16/2018 02:38,Cedarville Junction tap to Mile Hi-Alturas 115kV line,115.0,T,G,0.03,656,Auto,,,,206797,2018,,,,,Weather,Foreign,RED,PAC,,
07/15/2018 15:42,07/16/2018 02:38,Davis Creek tap to Mile Hi-Alturas 115kV line,115.0,T,G,0.48,656,Auto,,,,206797,2018,,,,,Weather,Foreign,RED,PAC,,
07/15/2018 15:42,07/16/2018 02:38,Mile Hi-Alturas 115kV line,115.0,L, ,56.64,656,Auto,,,,206797,2018,,,,,Weather,Foreign,RED,PAC,,
07/15/2018 19:45,07/15/2018 19:45,LaPine-Fort Rock No 1 115kV line,115.0,L, ,47.03,0,Auto,,,,206801,2018,,,,,Lightning,Foreign,RED,BPAT,,
07/15/2018 21:03,07/15/2018 21:14,La Grande-IPC North Powder No 1 230kV line,230.0,L, ,20.1,11,Auto,,,,206802,2018,,,,,Unknown,Foreign,TRI,IPC,,
07/15/2018 21:03,07/15/2018 21:10,McNary-Roundup No 1 230kV line,230.0,L, ,38.43,7,Auto,,,,206803,2018,,,,,Improper Relaying,Foreign,TRI,BPAT,,
07/15/2018 21:03,07/15/2018 21:11,Roundup-La Grande No 1 230kV line,230.0,L, ,45.02,8,Auto,,,,206804,2018,,,,,Unknown,BPA,TRI,BPAT,,
07/16/2018 03:00,07/17/2018 19:36,Grand Coulee-Bell No 5 230kV line,230.0,L, ,83.06,2436,Plan,,,,206810,2018,,,,,Maintenance,Foreign,WEN SPK,BPAT,,
07/16/2018 03:01,07/17/2018 19:30,Grand Coulee-Chief Joseph No 2 230kV line,230.0,L, ,32.59,2429,Plan,,,,206840,2018,,,,,Maintenance,BPA,WEN,BPAT,,
07/16/2018 03:47,07/16/2018 03:47,Grand Coulee-Chief Joseph No 3 500kV line,500.0,L, ,31.81,0,Auto,,,,206811,2018,,,,,Unknown,BPA,WEN,BPAT,,
07/16/2018 04:07,08/10/2018 16:11,Tacoma-TPWR Northeast No 3 230kV line,230.0,L, ,0.1,36724,Plan,,,,206812,2018,,,,,Forced,BPA,COV,TPWR,,
07/16/2018 04:44,07/17/2018 17:41,Tacoma-Covington No 4 230kV line,230.0,L, ,15.1,2217,Plan,,,,206813,2018,,,,,Forced,BPA,COV,BPAT,,
07/16/2018 04:44,07/17/2018 17:53,Tacoma-Christopher section of Tacoma-Covington No 2 230kV line,230.0,S, ,9.45,2229,Plan,,,,206814,2018,,,,,Forced,BPA,COV,BPAT,,
07/16/2018 04:44,07/17/2018 17:53,Tacoma-Covington No 2 230kV line,230.0,L,G,15.3,2229,Plan,,,,206814,2018,,,,,Forced,BPA,COV,BPAT,,
07/16/2018 04:54,07/16/2018 17:30,Hilltop-Bordertown No 1 345kV line,345.0,L, ,147.0,756,Auto,,,,206815,2018,,,,,Unknown,Foreign,RED,SPR,,
07/16/2018 06:51,07/16/2018 14:33,Shelton-Fairmount No 1 115kV line,115.0,L,G,60.23,462,Plan,,,,206816,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/16/2018 06:51,07/16/2018 14:33,Shelton-Potlatch section of Shelton-Fairmount No 1 115kV line,115.0,S, ,13.33,462,Plan,,,,206816,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/16/2018 07:02,07/18/2018 18:17,Fossil-Maupin 69kV line,69.0,L,G,56.93,3555,Plan,,,,206817,2018,,,,,Maintenance,BPA,TDA,,,
07/16/2018 07:02,07/18/2018 18:17,Fossil-Muddy Ranch section of Fossil-Maupin 69kV line,69.0,S, ,14.77,3555,Plan,,,,206817,2018,,,,,Maintenance,BPA,TDA,,,
07/16/2018 07:05,07/16/2018 16:02,Olympia-Shelton No 2 115kV line,115.0,L,G,19.73,537,Plan,,,,206818,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/16/2018 07:05,07/16/2018 16:02,Olympia-Skookum section of Olympia-Shelton No 2 115kV line,115.0,S, ,12.77,537,Plan,,,,206818,2018,,,,,Maintenance,BPA,OLY,BPAT,,
07/16/2018 07:07,07/19/2018 14:42,Grand Coulee-Foster Creek No 1 115kV line,115.0,L,G,32.57,4775,Plan,,,,206819,2018,,,,,Maintenance,BPA,WEN,BPAT,,
07/16/2018 07:07,07/19/2018 14:42,Grand Coulee-Nilles Corner section of Grand Coulee-Foster Creek No 1 115kV line,115.0,S, ,20.23,4775,Plan,,,,206819,2018,,,,,Maintenance,BPA,WEN,BPAT,,
07/16/2018 07:47,07/17/2018 13:40,Green Peter-Lebanon No 1 115kV line,115.0,L,T,18.09,1793,Plan,,,,206822,2018,,,,,Maintenance,Foreign,EUG,BPAT,,
07/16/2018 07:47,07/17/2018 13:40,North Butte-Foster PH section of Foster tap to Green Peter-Lebanon No 1 115kV line,115.0,TS, ,0.34,1793,Plan,,,,206822,2018,,,,,Maintenance,Foreign,EUG,BPAT,,
07/16/2018 08:17,07/19/2018 12:37,Salem-Grand Ronde No 1 115kV line,115.0,L, ,27.8,4580,Plan,,,,206823,2018,,,,,Maintenance,BPA,SAL,BPAT,,
07/16/2018 08:41,07/19/2018 11:23,Macks Inn-Madison No 1 115kV line,115.0,L, ,17.12,4482,Plan,,,,206825,2018,,,,,Maintenance,BPA,IDF,BPAT,,
07/16/2018 08:43,07/18/2018 14:56,Box Canyon-Usk 115kV line,115.0,L,G,40.58,3253,Plan,,,,206826,2018,,,,,Maintenance,Foreign,SPK,POPD,,
07/16/2018 08:43,07/18/2018 14:56,Cusick-Usk section of Box Canyon-Usk 115kV line,115.0,S, ,4.45,3253,Plan,,,,206826,2018,,,,,Maintenance,Foreign,SPK,POPD,,
07/16/2018 08:59,07/26/2018 12:36,Allston-Clatsop No 1 230kV line,230.0,L,T,42.61,14617,Plan,,,,206827,2018,,,,,Maintenance,BPA,LGV,BPAT,,
07/16/2018 08:59,07/26/2018 12:36,Driscoll tap to Allston-Clatsop No 1 230kV line,230.0,T, ,0.22,14617,Plan,,,,206827,2018,,,,,Maintenance,BPA,LGV,BPAT,,
07/16/2018 10:35,07/16/2018 11:40,Allston-Clatsop No 1 230kV line,230.0,L,G,42.61,65,Plan,,,,206828,2018,,,,,Switching,Foreign,LGV,BPAT,,
07/16/2018 10:35,07/16/2018 11:40,Allston-Driscoll section of Allston-Clatsop No 1 230kV line,230.0,S, ,20.84,65,Plan,,,,206828,2018,,,,,Switching,Foreign,LGV,BPAT,,
07/16/2018 10:35,08/10/2018 14:44,Allston-Clatsop No 1 230kV line,230.0,L,O,42.61,36249,Plan,,,,206829,2018,,,,,Maintenance,BPA,LGV,BPAT,,
07/16/2018 10:35,08/10/2018 14:44,Driscoll-Clatsop section of Allston-Clatsop No 1 230kV line,230.0,S, ,21.77,36249,Plan,,,,206829,2018,,,,,Maintenance,BPA,LGV,BPAT,,
07/16/2018 11:07,07/16/2018 20:23,La Grande-IPC North Powder No 1 230kV line,230.0,L, ,20.1,556,Plan,,,,206832,2018,,,,,Emergency,Foreign,TRI,IPC,,
07/16/2018 12:51,07/20/2018 19:10,Paul-Centralia Thermal PH No 2 500kV line,500.0,L, ,0.68,6139,Auto,,,,206835,2018,,,,,Unknown,Foreign,OLY,TAUC,,
