Out Datetime,In Datetime,Name,Voltage (kV),Line Type,Gen Flag,Length (miles),Duration (minutes),Outage Type,Dispatcher Cause,Field Cause,District,Outage ID,year,Cause Dispatch,Cause Field,Responsible System Dispatch,Responsible System Field,Cause,Responsible System,O&M District,Transmission Owner NERC TADS,Out Datetime (PPT),In Datetime (PPT)
01/01/1988 11:00,,Ashe-Marion No 2 500kV line,500.0,L,T,224.01,still out,Plan,Normally Out,,TRI TDA RED SAL,107973,2012,,,,,,,,,,
01/01/1988 11:00,,Slatt tap to Ashe-Marion No 2 500kV line,500.0,T, ,0.1,still out,Plan,Normally Out,,TRI,107973,2012,,,,,,,,,,
01/20/1995 10:31,,Satsop-Grays Harbor Public Development Authority No 1 230kV line,230.0,L, ,0.1,still out,Plan,Normally Out,,OLY,37162,2012,,,,,,,,,,
04/03/1995 10:00,,Bell-AVA Beacon No 2 115kV line,115.0,L, ,6.2,still out,Plan,Normally Out,,SPK,170232,2012,,,,,,,,,,
06/13/1996 10:20,,Alvey-Fairview No 1 230kV line,230.0,L,T,97.46,still out,Plan,Normally Out,,EUG,47311,2012,,,,,,,,,,
06/13/1996 10:20,,Reston tap to Alvey-Fairview No 1 230kV line,230.0,T, ,0.04,still out,Plan,Normally Out,,EUG,47311,2012,,,,,,,,,,
10/16/2003 10:07,,Tacoma-TPWR Northeast No 1 230kV line,230.0,L, ,0.1,still out,Plan,Normally Out,,COV,139283,2012,,,,,,,,,,
12/31/2003 17:45,,Raver tap to Schultz-Echo Lake No 1 500kV line,500.0,T, ,2.95,still out,Plan,Normally Out,,COV,140124,2012,,,,,,,,,,
12/31/2003 17:45,,Schultz-Echo Lake No 1 500kV line,500.0,L,T,83.36,still out,Plan,Normally Out,,WEN COV,140124,2012,,,,,,,,,,
09/15/2004 10:15,,B-389 Tie tap to Eugene-Alderwood No 1 115kV line,115.0,T, ,9.27,still out,Plan,Normally Out,,EUG,146655,2012,,,,,,,,,,
09/15/2004 10:15,,Eugene-Alderwood No 1 115kV line,115.0,L,T,18.17,still out,Plan,Normally Out,,EUG,146655,2012,,,,,,,,,,
07/19/2006 20:46,,Boardman tap to McNary-Jones Canyon No 1 230kV line,230.0,T, ,0.28,still out,Plan,Normally Out,,TRI,152606,2012,,,,,,,,,,
07/19/2006 20:46,,McNary-Jones Canyon No 1 230kV line,230.0,L,T,48.66,still out,Plan,Normally Out,,TRI TDA,152606,2012,,,,,,,,,,
06/01/2007 11:09,04/30/2012 07:23,Franklin-Badger Canyon No 2 115kV line,115.0,L,T,13.35,2584574,Plan,Normally Out,,TRI,157281,2012,,,,,,,,,,
06/01/2007 11:09,04/30/2012 07:23,Hedges tap to Franklin-Badger Canyon No 2 115kV line,115.0,T, ,0.33,2584574,Plan,Normally Out,,TRI,157281,2012,,,,,,,,,,
04/30/2009 13:53,,Riverland-Midway No 1 13.8kV line,13.8,L, ,2.36,still out,Plan,Normally Out,,TRI,166235,2012,,,,,,,,,,
01/07/2010 10:59,04/19/2012 22:57,Ice Harbor-Franklin No 2 115kV line,115.0,L,T,9.07,1200178,Plan,Normally Out,,TRI,169552,2012,,,,,,,,,,
01/07/2010 10:59,04/19/2012 22:57,Martindale tap to Ice Harbor-Franklin No 2 115kV line,115.0,T, ,0.1,1200178,Plan,Normally Out,,TRI,169552,2012,,,,,,,,,,
03/31/2010 10:46,,Canal-Second Lift No 2 34.5kV line,34.5,L,T,1.0,still out,Plan,Normally Out,,IDF,170337,2012,,,,,,,,,,
03/31/2010 10:46,,Jackson tap to Canal-Second Lift No 2 34.5kV line,34.5,T, ,5.5,still out,Plan,Normally Out,,IDF,170337,2012,,,,,,,,,,
06/17/2010 10:00,,Albany-Eugene No 1 115kV line,115.0,L,T,39.8,still out,Plan,Normally Out,,EUG,144215,2012,,,,,,,,,,
06/17/2010 10:00,,B-389 Tie tap to Albany-Eugene No 1 115kV line,115.0,T, ,9.27,still out,Plan,Normally Out,,EUG,144215,2012,,,,,,,,,,
09/05/2010 08:03,05/24/2012 08:54,Albany-Eugene No 1 115kV line,115.0,L,G,39.8,902931,Plan,Normally Out,,EUG,172486,2012,,,,,,,,,,
09/05/2010 08:03,05/24/2012 08:54,Halsey Mill-Harrisburg section of Albany-Eugene No 1 115kV line,115.0,S, ,5.53,902931,Plan,Normally Out,,EUG,172486,2012,,,,,,,,,,
09/09/2010 08:23,04/26/2012 08:51,White Bluffs-Richland No 1 115kV line,115.0,L,G,11.02,856828,Plan,Normally Out,,TRI,172555,2012,,,,,,,,,,
09/09/2010 08:23,04/26/2012 08:51,White Bluffs-Sand Hill Crane section of White Bluffs-Richland No 1 115kV line,115.0,S, ,4.3,856828,Plan,Normally Out,,TRI,172555,2012,,,,,,,,,,
10/29/2010 13:08,,Opportunity tap to Trentwood-Valley Way No 1 115kV line,115.0,T, ,0.1,still out,Plan,Normally Out,,SPK,173225,2012,,,,,,,,,,
10/29/2010 13:08,,Trentwood-Valley Way No 1 115kV line,115.0,L,T,2.72,still out,Plan,Normally Out,,SPK,173225,2012,,,,,,,,,,
04/28/2011 09:20,,Canal-Second Lift No 1 34.5kV line,34.5,L,G,1.0,still out,Plan,Normally Out,,IDF,175086,2012,,,,,,,,,,
04/28/2011 09:20,,Jackson-Second Lift section of Canal-Second Lift No 1 34.5kV line,34.5,S, ,1.0,still out,Plan,Normally Out,,IDF,175086,2012,,,,,,,,,,
05/06/2011 14:19,02/08/2012 07:58,Baker Creek-Walnut City section of Walnut City tap to Forest Grove-McMinnville No 1 115kV line,115.0,TS, ,1.2,399999,Plan,Normally Out,,SAL,175189,2012,,,,,,,,,,
05/06/2011 14:19,02/08/2012 07:58,Forest Grove-McMinnville No 1 115kV line,115.0,L,T,23.72,399999,Plan,Normally Out,,SAL,175189,2012,,,,,,,,,,
07/29/2011 11:11,11/26/2012 08:25,Vansycle-Mission section of Walla Walla-Pendleton No 1 69kV line,69.0,S, ,13.4,699734,Plan,Normally Out,,TRI,176106,2012,,,,,,,,,,
07/29/2011 11:11,11/26/2012 08:25,Walla Walla-Pendleton No 1 69kV line,69.0,L,G,38.93,699734,Plan,Normally Out,,TRI,176106,2012,,,,,,,,,,
08/02/2011 15:03,03/21/2012 10:00,Bonneville PH 1-North Camas No 1 115kV line,115.0,L,T,22.12,333777,Plan,Normally Out,,LGV,176170,2012,,,,,,,,,,
08/02/2011 15:03,03/21/2012 10:00,Underwood tap to Bonneville PH 1-North Camas No 1 115kV line,115.0,T, ,25.0,333777,Plan,Normally Out,,LGV TDA,176170,2012,,,,,,,,,,
08/04/2011 15:32,04/23/2012 07:37,Addy-Cusick No 1 230kV line,230.0,L, ,25.77,378245,Plan,Normally Out,,SPK,176200,2012,,,,,,,,,,
08/10/2011 12:57,01/25/2012 15:37,Walla Walla-Pendleton No 1 69kV line,69.0,L,T,38.93,242140,Plan,Normally Out,,TRI,176390,2012,,,,,,,,,,
08/10/2011 12:57,01/25/2012 15:37,Weston Mountain-Milton section of Milton tap to Walla Walla-Pendleton No 1 69kV line,69.0,TS, ,0.48,242140,Plan,Normally Out,,TRI,176390,2012,,,,,,,,,,
08/26/2011 11:15,,East Omak-Oroville No 1 115kV line,115.0,L,T,39.01,still out,Plan,Normally Out,,WEN,177357,2012,,,,,,,,,,
08/26/2011 11:15,,Pinecreek tap to East Omak-Oroville No 1 115kV line,115.0,T, ,0.05,still out,Plan,Normally Out,,WEN,177357,2012,,,,,,,,,,
09/01/2011 16:21,02/21/2012 09:58,Alvey-Martin Creek No 1 115kV line,115.0,L,G,22.51,248797,Plan,Normally Out,,EUG,176660,2012,,,,,,,,,,
09/01/2011 16:21,02/21/2012 09:58,Village Green-Dorena section of Alvey-Martin Creek No 1 115kV line,115.0,S, ,1.89,248797,Plan,Normally Out,,EUG,176660,2012,,,,,,,,,,
09/13/2011 10:04,01/09/2012 12:52,Foster Creek-Chief Joseph No 1 13.8kV line,13.8,L, ,0.4,170148,Plan,Foreign Request,,WEN,176813,2012,,,,,,,,,,
09/16/2011 06:14,01/03/2012 11:01,Chenoweth-Goldendale No 1 115kV line,115.0,L,G,24.08,157307,Plan,Normally Out,,TDA,176861,2012,,,,,,,,,,
09/16/2011 06:14,01/03/2012 11:01,Spearfish-Goldendale section of Chenoweth-Goldendale No 1 115kV line,115.0,S, ,20.24,157307,Plan,Normally Out,,TDA,176861,2012,,,,,,,,,,
10/19/2011 11:08,,Liberty Lake tap to Vera tap to Trentwood-Valley Way No 1 115kV line,115.0,TT, ,0.1,still out,Plan,Normally Out,,SPK,177330,2012,,,,,,,,,,
10/19/2011 11:08,,Trentwood-Valley Way No 1 115kV line,115.0,L,T,2.72,still out,Plan,Normally Out,,SPK,177330,2012,,,,,,,,,,
10/20/2011 13:26,07/12/2012 08:50,Brasada-Harney No 1 115kV line,115.0,L,T,112.85,382764,Plan,Normally Out,,RED,177342,2012,,,,,,,,,,
10/20/2011 13:26,07/12/2012 08:50,Christmas Valley tap to Brasada-Harney No 1 115kV line,115.0,T, ,31.2,382764,Plan,Normally Out,,RED,177342,2012,,,,,,,,,,
10/29/2011 04:35,04/09/2012 08:25,Ely-Highlands section of Franklin-Badger Canyon No 2 115kV line,115.0,S, ,1.98,234950,Plan,Normally Out,,TRI,177443,2012,,,,,,,,,,
10/29/2011 04:35,04/09/2012 08:25,Franklin-Badger Canyon No 2 115kV line,115.0,L,G,13.35,234950,Plan,Normally Out,,TRI,177443,2012,,,,,,,,,,
11/10/2011 13:44,03/02/2012 13:02,Benton-Scooteney No 1 115kV line,115.0,L,G,20.32,162678,Plan,Normally Out,,TRI,177629,2012,,,,,,,,,,
11/10/2011 13:44,03/02/2012 13:02,Connell-Scooteney section of Benton-Scooteney No 1 115kV line,115.0,S, ,1.57,162678,Plan,Normally Out,,TRI,177629,2012,,,,,,,,,,
11/19/2011 13:54,,Chemawa-Salem Alumina No 1 115kV line,115.0,L,T,3.3,still out,Plan,Normally Out,,SAL,177709,2012,,,,,,,,,,
11/19/2011 13:54,,Market tap to Chemawa-Salem Alumina No 1 115kV line,115.0,T, ,5.0,still out,Plan,Normally Out,,SAL,177709,2012,,,,,,,,,,
12/19/2011 08:39,01/06/2012 10:52,Holcomb-Naselle No 1 115kV line,115.0,L,G,21.09,26053,Plan,Maintenance,,OLY LGV,177951,2012,,,,,,,,,,
12/19/2011 08:39,01/06/2012 10:52,Holcomb-Oxbow section of Holcomb-Naselle No 1 115kV line,115.0,S, ,1.48,26053,Plan,Maintenance,,OLY,177951,2012,,,,,,,,,,
12/30/2011 08:03,01/11/2012 18:27,Bandon-Rogue No 1 115kV line,115.0,L,G,46.0,17904,Plan,Construction,,EUG,178018,2012,,,,,,,,,,
12/30/2011 08:03,01/11/2012 18:27,Bandon-Two Mile section of Bandon-Rogue No 1 115kV line,115.0,S, ,4.4,17904,Plan,Construction,,EUG,178018,2012,,,,,,,,,,
12/31/2011 01:20,01/03/2012 05:46,John Day-Marion No 1 500kV line,500.0,L, ,127.51,4586,Plan,Voltage Control,,TDA RED SAL,178023,2012,,,,,,,,,,
01/01/2012 01:37,01/02/2012 05:36,Marion-Lane No 1 500kV line,500.0,L, ,68.97,1679,Plan,Voltage Control,,SAL EUG,178025,2012,,,,,,,,,,
01/02/2012 07:15,01/02/2012 07:15,Ashe-Marion No 2 500kV line,500.0,L, ,224.01,0,Auto,Unknown,Unknown,TRI TDA RED SAL,178027,2012,,,,,,,,,,
01/02/2012 23:00,01/03/2012 05:00,Marion-Lane No 1 500kV line,500.0,L, ,68.97,360,Plan,Voltage Control,,SAL EUG,178029,2012,,,,,,,,,,
01/03/2012 07:40,01/03/2012 07:47,Palisades-Goshen No 1 115kV line,115.0,L, ,51.71,7,Plan,Switching,,IDF,178043,2012,,,,,,,,,,
01/03/2012 08:13,01/03/2012 13:53,Hills Creek-Lookout Point No 1 115kV line,115.0,L,G,24.8,340,Plan,Maintenance,,EUG,178044,2012,,,,,,,,,,
01/03/2012 08:13,01/03/2012 13:53,Oakridge-Lookout Point section of Hills Creek-Lookout Point No 1 115kV line,115.0,S, ,20.0,340,Plan,Maintenance,,EUG,178044,2012,,,,,,,,,,
01/03/2012 11:13,01/21/2012 11:22,Chenoweth-Goldendale No 1 115kV line,115.0,L,T,24.08,25929,Plan,Construction,,TDA,178046,2012,,,,,,,,,,
01/03/2012 11:13,01/21/2012 11:22,E. E. Clouse tap to Chenoweth-Goldendale No 1 115kV line,115.0,T, ,0.1,25929,Plan,Construction,,TDA,178046,2012,,,,,,,,,,
01/03/2012 11:29,01/03/2012 13:23,Bonneville PH 1-Hood River No 1 115kV line,115.0,L,G,22.61,114,Plan,Maintenance,,LGV TDA,178047,2012,,,,,,,,,,
01/03/2012 11:29,01/03/2012 13:23,Cascade Locks-Hood River section of Bonneville PH 1-Hood River No 1 115kV line,115.0,S, ,16.64,114,Plan,Maintenance,,TDA,178047,2012,,,,,,,,,,
01/03/2012 11:48,09/14/2012 15:06,Harvalum-Big Eddy No 1 230kV line,230.0,L, ,23.34,367338,Plan,Construction,,TDA,178051,2012,,,,,,,,,,
01/03/2012 23:01,01/04/2012 05:32,John Day-Marion No 1 500kV line,500.0,L, ,127.51,391,Plan,Voltage Control,,TDA RED SAL,178048,2012,,,,,,,,,,
01/03/2012 23:03,01/04/2012 04:43,Marion-Lane No 1 500kV line,500.0,L, ,68.97,340,Plan,Voltage Control,,SAL EUG,178049,2012,,,,,,,,,,
01/04/2012 04:23,01/04/2012 04:23,Grizzly-Ponderosa section of Grizzly-Summer Lake No 1 500kV line,500.0,S,G,18.26,0,Auto,Unknown,Unknown,RED,178050,2012,,,,,,,,,,
01/04/2012 04:23,01/04/2012 04:23,Grizzly-Summer Lake No 1 500kV line,500.0,L, ,103.37,0,Auto,Unknown,Unknown,RED,178050,2012,,,,,,,,,,
01/04/2012 04:23,01/04/2012 04:23,Ponderosa tap to Grizzly-Summer Lake No 1 500kV line,500.0,T,G,0.01,0,Auto,Unknown,Unknown,RED,178050,2012,,,,,,,,,,
01/04/2012 04:23,01/04/2012 04:23,Ponderosa-Summer Lake section of Grizzly-Summer Lake No 1 500kV line,500.0,S,G,85.11,0,Auto,Unknown,Unknown,RED,178050,2012,,,,,,,,,,
01/04/2012 07:03,01/04/2012 15:54,Slatt-Buckley No 1 500kV line,500.0,L, ,52.32,531,Plan,Maintenance,,TRI TDA,178052,2012,,,,,,,,,,
01/04/2012 08:48,01/04/2012 16:47,Malin-Round Mountain No 1 500kV line,500.0,L, ,94.5,479,Plan,Maintenance,,RED,178053,2012,,,,,,,,,,
01/04/2012 09:12,01/06/2012 11:36,Midway-Benton No 2 230kV line,230.0,L, ,29.02,3024,Plan,Maintenance,,TRI,178055,2012,,,,,,,,,,
01/04/2012 13:09,01/04/2012 13:12,Palisades-Goshen No 1 115kV line,115.0,L, ,51.71,3,Plan,Switching,,IDF,178057,2012,,,,,,,,,,
01/04/2012 20:59,01/09/2012 23:11,Big Hanaford-Centralia section of Paul-Centralia Thermal PH No 1 500kV line,500.0,S, ,0.24,7332,Plan,Foreign Request,,OLY,178058,2012,,,,,,,,,,
01/04/2012 20:59,01/09/2012 23:11,Paul-Centralia Thermal PH No 1 500kV line,500.0,L,G,0.78,7332,Plan,Foreign Request,,OLY,178058,2012,,,,,,,,,,
01/04/2012 23:31,01/05/2012 05:03,John Day-Marion No 1 500kV line,500.0,L, ,127.51,332,Plan,Voltage Control,,TDA RED SAL,178059,2012,,,,,,,,,,
01/05/2012 07:08,01/05/2012 16:37,Ashe-Marion No 2 500kV line,500.0,L, ,224.01,569,Plan,Maintenance,,TRI TDA RED SAL,178060,2012,,,,,,,,,,
01/05/2012 07:11,01/05/2012 07:11,Addy tap to Bell-Boundary No 3 230kV line,230.0,T,G,0.02,0,Auto,Unknown,Unknown,SPK,178061,2012,,,,,,,,,,
01/05/2012 07:11,01/05/2012 07:11,Addy-Boundary section of Bell-Boundary No 3 230kV line,230.0,S,G,57.73,0,Auto,Unknown,Unknown,SPK,178061,2012,,,,,,,,,,
01/05/2012 07:11,01/05/2012 07:11,Bell-Addy section of Bell-Boundary No 3 230kV line,230.0,S,G,50.34,0,Auto,Unknown,Unknown,SPK,178061,2012,,,,,,,,,,
01/05/2012 07:11,01/05/2012 07:11,Bell-Boundary No 3 230kV line,230.0,L, ,108.07,0,Auto,Unknown,Unknown,SPK,178061,2012,,,,,,,,,,
01/05/2012 08:48,01/05/2012 13:51,McNary-Badger Canyon No 1 115kV line,115.0,L,G,28.4,303,Plan,Maintenance,,TRI,178062,2012,,,,,,,,,,
01/05/2012 08:48,01/05/2012 13:51,Nine Canyon-Badger Canyon section of McNary-Badger Canyon No 1 115kV line,115.0,S, ,10.81,303,Plan,Maintenance,,TRI,178062,2012,,,,,,,,,,
01/05/2012 16:21,01/05/2012 20:49,Napavine-Chehalis Power No 2 500kV line,500.0,L, ,0.07,268,Auto,Foreign Trouble,,OLY,178063,2012,,,,,,,,,,
01/05/2012 16:21,01/05/2012 20:49,Napavine-Chehalis Power No 3 500kV line,500.0,L, ,0.08,268,Auto,Foreign Trouble,,OLY,178064,2012,,,,,,,,,,
01/05/2012 16:21,01/08/2012 19:33,Napavine-Chehalis Power No 1 500kV line,500.0,L, ,0.08,4512,Auto,Foreign Trouble,Foreign Trouble,OLY,178065,2012,,,,,,,,,,
01/06/2012 00:15,01/06/2012 05:22,John Day-Marion No 1 500kV line,500.0,L, ,127.51,307,Plan,Voltage Control,,TDA RED SAL,178066,2012,,,,,,,,,,
01/06/2012 06:55,01/06/2012 14:39,Big Eddy-McLoughlin No 1&2 230kV line,230.0,L, ,117.77,464,Plan,Maintenance,,TDA LGV,178067,2012,,,,,,,,,,
01/06/2012 11:16,01/06/2012 14:39,Big Eddy-Redmond No 1 230kV line,230.0,L,G,97.46,203,Plan,Maintenance,,TDA RED,178070,2012,,,,,,,,,,
01/06/2012 11:16,01/06/2012 14:39,Maupin-Redmond section of Big Eddy-Redmond No 1 230kV line,230.0,S, ,68.07,203,Plan,Maintenance,,TDA RED,178070,2012,,,,,,,,,,
01/06/2012 17:39,01/06/2012 19:16,Big Eddy-Celilo No 1 500kV line,500.0,L, ,0.72,97,Auto,Sympathetic,Sympathetic,TDA,178071,2012,,,,,,,,,,
01/06/2012 17:39,01/13/2012 16:21,Big Eddy-Celilo No 3 230kV line,230.0,L, ,1.09,10002,Auto,Terminal Equipment Failure,Terminal Equipment Failure,TDA,178072,2012,,,,,,,,,,
01/06/2012 17:39,01/06/2012 18:58,Celilo-Sylmar Pole No 3 1000kV line,1000.0,L, ,844.15,79,Auto,Forced (Configuration),,TDA RED,178073,2012,,,,,,,,,,
01/06/2012 17:39,01/06/2012 18:58,Converter 1 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,79,Auto,Forced (Configuration),,TDA,178073,2012,,,,,,,,,,
01/06/2012 17:39,01/06/2012 18:58,Converter 3 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,79,Auto,Forced (Configuration),,TDA,178073,2012,,,,,,,,,,
01/06/2012 17:39,01/06/2012 18:58,Valve Group 1 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,79,Auto,Forced (Configuration),,TDA,178073,2012,,,,,,,,,,
01/06/2012 17:39,01/06/2012 18:58,Valve Group 3 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,79,Auto,Forced (Configuration),,TDA,178073,2012,,,,,,,,,,
01/06/2012 17:39,01/06/2012 18:58,Valve Group 5 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,79,Auto,Forced (Configuration),,TDA,178073,2012,,,,,,,,,,
01/06/2012 17:39,01/06/2012 18:58,Valve Group 7 tap to Celilo-Sylmar Pole No 3 1000kV line,1000.0,T,G,,79,Auto,Forced (Configuration),,TDA,178073,2012,,,,,,,,,,
01/06/2012 23:52,01/09/2012 04:45,John Day-Marion No 1 500kV line,500.0,L, ,127.51,3173,Plan,Voltage Control,,TDA RED SAL,178074,2012,,,,,,,,,,
01/07/2012 01:29,01/07/2012 05:40,Marion-Lane No 1 500kV line,500.0,L, ,68.97,251,Plan,Voltage Control,,SAL EUG,178075,2012,,,,,,,,,,
01/07/2012 07:13,01/07/2012 07:14,McNary-Coyote Springs No 1 500kV line,500.0,L, ,19.44,1,Auto,Unknown,Unknown,TRI,178076,2012,,,,,,,,,,
01/07/2012 07:43,01/07/2012 18:40,Snohomish-Bothell No 1 230kV line,230.0,L, ,7.64,657,Plan,Foreign Request,,SNO,178077,2012,,,,,,,,,,
01/07/2012 23:49,01/08/2012 06:30,Marion-Lane No 1 500kV line,500.0,L, ,68.97,401,Plan,Voltage Control,,SAL EUG,178078,2012,,,,,,,,,,
01/08/2012 07:00,01/08/2012 11:20,Chief Joseph-Monroe No 1 500kV line,500.0,L, ,121.6,260,Plan,Maintenance,,WEN SNO,178079,2012,,,,,,,,,,
01/08/2012 23:56,01/09/2012 04:01,Marion-Lane No 1 500kV line,500.0,L, ,68.97,245,Plan,Voltage Control,,SAL EUG,178080,2012,,,,,,,,,,
01/09/2012 00:16,01/09/2012 04:06,Schultz-Raver No 4 500kV line,500.0,L, ,77.43,230,Plan,Voltage Control,,WEN COV,178081,2012,,,,,,,,,,
01/09/2012 02:00,01/09/2012 03:57,Schultz-Raver No 3 500kV line,500.0,L, ,77.47,117,Plan,Voltage Control,,WEN COV,178082,2012,,,,,,,,,,
01/09/2012 08:00,01/13/2012 12:26,Lower Monumental-Ashe No 1 500kV line,500.0,L, ,39.58,6026,Plan,Maintenance,,TRI,178083,2012,,,,,,,,,,
01/09/2012 08:14,01/09/2012 15:05,Albany-Lebanon No 1 115kV line,115.0,L,G,17.01,411,Plan,Maintenance,,EUG,178085,2012,,,,,,,,,,
01/09/2012 08:14,01/09/2012 15:05,Albany-Lochner section of Albany-Lebanon No 1 115kV line,115.0,S, ,2.43,411,Plan,Maintenance,,EUG,178085,2012,,,,,,,,,,
01/09/2012 08:20,01/09/2012 15:00,Albany-Lebanon No 1 115kV line,115.0,L,O,17.01,400,Plan,Maintenance,,EUG,178086,2012,,,,,,,,,,
01/09/2012 08:20,01/09/2012 15:00,Lochner-Froman section of Albany-Lebanon No 1 115kV line,115.0,S, ,3.32,400,Plan,Maintenance,,EUG,178086,2012,,,,,,,,,,
01/09/2012 08:34,01/12/2012 16:55,Columbia-Valhalla No 2 115kV line,115.0,L, ,5.21,4821,Plan,Maintenance,,WEN,178088,2012,,,,,,,,,,
01/09/2012 12:20,01/09/2012 12:27,McNary PH-McNary No 2 230kV line,230.0,L, ,1.06,7,Plan,Foreign Request,,TRI,178089,2012,,,,,,,,,,
01/09/2012 23:52,01/10/2012 05:03,John Day-Marion No 1 500kV line,500.0,L, ,127.51,311,Plan,Voltage Control,,TDA RED SAL,178090,2012,,,,,,,,,,
01/09/2012 23:53,01/10/2012 04:18,Marion-Lane No 1 500kV line,500.0,L, ,68.97,265,Plan,Voltage Control,,SAL EUG,178091,2012,,,,,,,,,,
01/10/2012 07:00,01/10/2012 07:13,Hilltop-Bordertown No 1 345kV line,345.0,L, ,147.0,13,Plan,Maintenance,,RED,178092,2012,,,,,,,,,,
01/10/2012 09:03,01/10/2012 12:19,City View-Richland section of Red Mountain-Richland No 1 115kV line,115.0,S, ,1.38,196,Plan,Maintenance,,TRI,178094,2012,,,,,,,,,,
01/10/2012 09:03,01/10/2012 12:19,Red Mountain-Richland No 1 115kV line,115.0,L,G,6.0,196,Plan,Maintenance,,TRI,178094,2012,,,,,,,,,,
01/10/2012 09:06,01/10/2012 09:29,The Dalles PH-Big Eddy No 3 230kV line,230.0,L, ,0.84,23,Plan,Maintenance,,TDA,178095,2012,,,,,,,,,,
01/10/2012 11:31,01/15/2012 16:56,Grand Coulee Switchyard 230-500kV Tie No 1 500kV line,500.0,L, ,1.25,7525,Plan,Emergency,,WEN,178096,2012,,,,,,,,,,
01/10/2012 15:27,01/10/2012 15:27,Cathlamet tap to Driscoll-Naselle No 1 115kV line,115.0,T,G,,0,Auto,Unknown,Unknown,LGV OLY,178097,2012,,,,,,,,,,
01/10/2012 15:27,01/10/2012 15:27,Cathlamet-Grays River section of Driscoll-Naselle No 1 115kV line,115.0,S,G,18.27,0,Auto,Unknown,Unknown,LGV OLY,178097,2012,,,,,,,,,,
01/10/2012 15:27,01/10/2012 15:27,Driscoll-Cathlamet section of Driscoll-Naselle No 1 115kV line,115.0,S,G,6.49,0,Auto,Unknown,Unknown,LGV,178097,2012,,,,,,,,,,
01/10/2012 15:27,01/10/2012 15:27,Driscoll-Naselle No 1 115kV line,115.0,L, ,35.08,0,Auto,Unknown,Unknown,LGV OLY,178097,2012,,,,,,,,,,
01/10/2012 15:27,01/10/2012 15:27,Grays River tap to Driscoll-Naselle No 1 115kV line,115.0,T,G,,0,Auto,Unknown,Unknown,OLY,178097,2012,,,,,,,,,,
01/10/2012 15:27,01/10/2012 15:27,Grays River-Naselle section of Driscoll-Naselle No 1 115kV line,115.0,S,G,10.32,0,Auto,Unknown,Unknown,OLY,178097,2012,,,,,,,,,,
01/11/2012 00:03,01/11/2012 05:17,John Day-Marion No 1 500kV line,500.0,L, ,127.51,314,Plan,Voltage Control,,TDA RED SAL,178101,2012,,,,,,,,,,
01/11/2012 00:04,01/11/2012 05:08,Marion-Lane No 1 500kV line,500.0,L, ,68.97,304,Plan,Voltage Control,,SAL EUG,178102,2012,,,,,,,,,,
01/11/2012 00:11,01/11/2012 00:11,Elmo tap to Kalispell-Kerr No 1 115kV line,115.0,T,G,0.1,0,Auto,Unknown,Unknown,KAL,178103,2012,,,,,,,,,,
01/11/2012 00:11,01/11/2012 00:11,Elmo-Kerr section of Kalispell-Kerr No 1 115kV line,115.0,S,G,12.8,0,Auto,Unknown,Unknown,KAL,178103,2012,,,,,,,,,,
01/11/2012 00:11,01/11/2012 00:11,Kalispell-Elmo section of Kalispell-Kerr No 1 115kV line,115.0,S,G,28.59,0,Auto,Unknown,Unknown,KAL,178103,2012,,,,,,,,,,
01/11/2012 00:11,01/11/2012 00:11,Kalispell-Kerr No 1 115kV line,115.0,L, ,41.39,0,Auto,Unknown,Unknown,KAL,178103,2012,,,,,,,,,,
01/11/2012 09:26,01/11/2012 09:36,The Dalles PH-Big Eddy No 5 230kV line,230.0,L, ,0.92,10,Plan,Maintenance,,TDA,178105,2012,,,,,,,,,,
01/11/2012 10:12,01/11/2012 10:17,The Dalles PH-Big Eddy No 5 230kV line,230.0,L, ,0.92,5,Plan,Foreign Request,,TDA,178106,2012,,,,,,,,,,
01/11/2012 12:59,01/11/2012 13:13,Chief Joseph PH-Chief Joseph No 6 500kV line,500.0,L, ,0.74,14,Auto,Foreign Trouble,Foreign Trouble,WEN,178107,2012,,,,,,,,,,
01/12/2012 04:03,01/12/2012 04:03,Klondike Schoolhouse-John Day No 1 230kV line,230.0,L, ,11.73,0,Auto,Foreign Trouble,Foreign Trouble,RED TDA,178108,2012,,,,,,,,,,
01/12/2012 04:35,01/12/2012 04:35,Klondike Schoolhouse-John Day No 1 230kV line,230.0,L, ,11.73,0,Auto,Foreign Trouble,Foreign Trouble,RED TDA,178109,2012,,,,,,,,,,
01/12/2012 04:37,01/12/2012 04:37,Klondike Schoolhouse-John Day No 1 230kV line,230.0,L, ,11.73,0,Auto,Foreign Trouble,Foreign Trouble,RED TDA,178110,2012,,,,,,,,,,
01/12/2012 08:55,01/12/2012 17:58,Bandon-Rogue No 1 115kV line,115.0,L,G,46.0,543,Plan,Construction,,EUG,178111,2012,,,,,,,,,,
01/12/2012 08:55,01/12/2012 17:58,Two Mile-Langlois section of Bandon-Rogue No 1 115kV line,115.0,S, ,9.7,543,Plan,Construction,,EUG,178111,2012,,,,,,,,,,
