Name,Out Datetime,In Datetime,Voltage (kV),Duration (minutes),Outage Type,Cause,year,outage_year,threshold
Celilo-Sylmar Pole No 4 1000kV line,2014-01-15 04:50:00,2014-01-15 04:58:00,1000.0,8,Auto,Unknown,2014,{2014},49487.0
Converter 2 tap to Celilo-Sylmar Pole No 4 1000kV line,2014-01-15 04:50:00,2014-01-15 04:58:00,1000.0,8,Auto,Unknown,2014,{2014},49487.0
Converter 4 tap to Celilo-Sylmar Pole No 4 1000kV line,2014-01-15 04:50:00,2014-01-15 04:58:00,1000.0,8,Auto,Unknown,2014,{2014},49487.0
Valve Group 2 tap to Celilo-Sylmar Pole No 4 1000kV line,2014-01-15 04:50:00,2014-01-15 04:58:00,1000.0,8,Auto,Unknown,2014,{2014},49487.0
Valve Group 4 tap to Celilo-Sylmar Pole No 4 1000kV line,2014-01-15 04:50:00,2014-01-15 04:58:00,1000.0,8,Auto,Unknown,2014,{2014},49487.0
Valve Group 6 tap to Celilo-Sylmar Pole No 4 1000kV line,2014-01-15 04:50:00,2014-01-15 04:58:00,1000.0,8,Auto,Unknown,2014,{2014},49487.0
Valve Group 8 tap to Celilo-Sylmar Pole No 4 1000kV line,2014-01-15 04:50:00,2014-01-15 04:58:00,1000.0,8,Auto,Unknown,2014,{2014},49487.0
Fairview-Rogue No 1 230kV line,2014-01-16 08:50:00,2014-01-16 12:49:00,230.0,239,Auto,Foreign Trouble,2014,{2014},49487.0
Ross-Lexington No 1 230kV line,2014-01-17 17:20:00,2014-01-17 18:42:00,230.0,82,Auto,Other,2014,{2014},49487.0
Ross-Woodland section of Ross-Lexington No 1 230kV line,2014-01-17 17:20:00,2014-01-17 18:42:00,230.0,82,Auto,Other,2014,{2014},49487.0
Swift tap to Ross-Lexington No 1 230kV line,2014-01-17 17:20:00,2014-01-19 01:33:00,230.0,1933,Auto,Other,2014,{2014},49487.0
Woodland-Lexington section of Ross-Lexington No 1 230kV line,2014-01-17 17:20:00,2014-01-17 18:42:00,230.0,82,Auto,Other,2014,{2014},49487.0
Creston-Bell No 1 115kV line,2014-01-18 08:26:00,2014-01-18 08:27:00,115.0,1,Auto,Unknown,2014,{2014},49487.0
Creston-Egypt section of Creston-Bell No 1 115kV line,2014-01-18 08:26:00,2014-01-18 08:27:00,115.0,1,Auto,Unknown,2014,{2014},49487.0
Egypt tap to Creston-Bell No 1 115kV line,2014-01-18 08:26:00,2014-01-18 08:27:00,115.0,1,Auto,Unknown,2014,{2014},49487.0
Egypt-Larene section of Creston-Bell No 1 115kV line,2014-01-18 08:26:00,2014-01-18 08:27:00,115.0,1,Auto,Unknown,2014,{2014},49487.0
Larene tap to Creston-Bell No 1 115kV line,2014-01-18 08:26:00,2014-01-18 08:27:00,115.0,1,Auto,Unknown,2014,{2014},49487.0
Larene-Springhill section of Creston-Bell No 1 115kV line,2014-01-18 08:26:00,2014-01-18 08:27:00,115.0,1,Auto,Unknown,2014,{2014},49487.0
Springhill tap to Creston-Bell No 1 115kV line,2014-01-18 08:26:00,2014-01-18 08:27:00,115.0,1,Auto,Unknown,2014,{2014},49487.0
Springhill-Bell section of Creston-Bell No 1 115kV line,2014-01-18 08:26:00,2014-01-18 08:27:00,115.0,1,Auto,Unknown,2014,{2014},49487.0
Grand Coulee-Westside AVA No 1 230kV line,2014-01-19 03:03:00,2014-01-19 03:12:00,230.0,9,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-19 15:25:00,2014-01-19 15:29:00,230.0,4,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Westside AVA No 1 230kV line,2014-01-19 15:25:00,2014-01-19 15:28:00,230.0,3,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-19 17:46:00,2014-01-19 17:52:00,230.0,6,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-19 18:06:00,2014-01-19 18:12:00,230.0,6,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-19 19:29:00,2014-01-20 05:21:00,230.0,592,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-20 19:07:00,2014-01-21 14:48:00,230.0,1181,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Westside AVA No 1 230kV line,2014-01-21 18:58:00,2014-01-21 19:01:00,230.0,3,Auto,Weather,2014,{2014},49487.0
Big Eddy-De Moss No 1 115kV line,2014-01-21 23:08:00,2014-01-21 23:10:00,115.0,2,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Westside AVA No 1 230kV line,2014-01-22 02:33:00,2014-01-22 02:37:00,230.0,4,Auto,Unknown,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-22 18:25:00,2014-01-22 18:30:00,230.0,5,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-22 20:25:00,2014-01-22 20:30:00,230.0,5,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-22 20:32:00,2014-01-23 12:29:00,230.0,957,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Westside AVA No 1 230kV line,2014-01-22 21:44:00,2014-01-23 07:42:00,230.0,598,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Westside AVA No 1 230kV line,2014-01-23 13:20:00,2014-01-23 13:30:00,230.0,10,Auto,Wind,2014,{2014},49487.0
LaPine-Chiloquin No 1 230kV line,2014-01-23 17:21:00,2014-01-23 17:30:00,230.0,9,Auto,Other,2014,{2014},49487.0
LaPine-Fort Rock No 1 115kV line,2014-01-23 17:21:00,2014-01-23 17:31:00,115.0,10,Auto,Other,2014,{2014},49487.0
Pilot Butte-LaPine No 1 230kV line,2014-01-23 17:21:00,2014-01-23 17:29:00,230.0,8,Auto,Other,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-24 16:36:00,2014-01-25 05:52:00,230.0,796,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Westside AVA No 1 230kV line,2014-01-24 21:47:00,2014-01-24 21:50:00,230.0,3,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-25 11:49:00,2014-01-25 11:51:00,230.0,2,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-25 12:01:00,2014-01-25 18:26:00,230.0,385,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-26 10:27:00,2014-01-27 14:01:00,230.0,1654,Auto,Weather,2014,{2014},49487.0
Condon tap to De Moss-Fossil No 1 115kV line,2014-01-26 10:52:00,2014-01-26 14:17:00,115.0,205,Auto,Weather,2014,{2014},49487.0
Condon Wind tap to De Moss-Fossil No 1 115kV line,2014-01-26 10:52:00,2014-01-26 14:17:00,115.0,205,Auto,Weather,2014,{2014},49487.0
Condon Wind-Condon section of De Moss-Fossil No 1 115kV line,2014-01-26 10:52:00,2014-01-26 14:17:00,115.0,205,Auto,Weather,2014,{2014},49487.0
Condon-Fossil section of De Moss-Fossil No 1 115kV line,2014-01-26 10:52:00,2014-01-26 14:17:00,115.0,205,Auto,Weather,2014,{2014},49487.0
De Moss-Condon Wind section of De Moss-Fossil No 1 115kV line,2014-01-26 10:52:00,2014-01-27 17:11:00,115.0,1819,Auto,Weather,2014,{2014},49487.0
De Moss-Fossil No 1 115kV line,2014-01-26 10:52:00,2014-01-27 17:11:00,115.0,1819,Auto,Weather,2014,{2014},49487.0
John Day-Grizzly No 2 500kV line,2014-01-26 12:39:00,2014-01-26 12:43:00,500.0,4,Auto,Unknown,2014,{2014},49487.0
Chenoweth-Goldendale No 1 115kV line,2014-01-26 13:42:00,2014-01-26 13:47:00,115.0,5,Auto,Weather,2014,{2014},49487.0
Chenoweth-Spearfish section of Chenoweth-Goldendale No 1 115kV line,2014-01-26 13:42:00,2014-01-26 13:47:00,115.0,5,Auto,Weather,2014,{2014},49487.0
Spearfish tap to Chenoweth-Goldendale No 1 115kV line,2014-01-26 13:42:00,2014-01-26 13:47:00,115.0,5,Auto,Weather,2014,{2014},49487.0
Chenoweth-Goldendale No 1 115kV line,2014-01-26 13:56:00,2014-01-26 13:57:00,115.0,1,Auto,Weather,2014,{2014},49487.0
Chenoweth-Spearfish section of Chenoweth-Goldendale No 1 115kV line,2014-01-26 13:56:00,2014-01-26 13:57:00,115.0,1,Auto,Weather,2014,{2014},49487.0
Spearfish tap to Chenoweth-Goldendale No 1 115kV line,2014-01-26 13:56:00,2014-01-26 13:57:00,115.0,1,Auto,Weather,2014,{2014},49487.0
Chenoweth-Goldendale No 1 115kV line,2014-01-26 13:59:00,2014-01-26 14:00:00,115.0,1,Auto,Weather,2014,{2014},49487.0
Chenoweth-Spearfish section of Chenoweth-Goldendale No 1 115kV line,2014-01-26 13:59:00,2014-01-26 14:00:00,115.0,1,Auto,Weather,2014,{2014},49487.0
Spearfish tap to Chenoweth-Goldendale No 1 115kV line,2014-01-26 13:59:00,2014-01-26 14:00:00,115.0,1,Auto,Weather,2014,{2014},49487.0
John Day-Grizzly No 1 500kV line,2014-01-26 15:29:00,2014-01-27 17:02:00,500.0,1533,Auto,Weather,2014,{2014},49487.0
Chenoweth-Goldendale No 1 115kV line,2014-01-26 15:37:00,2014-01-26 15:40:00,115.0,3,Auto,Weather,2014,{2014},49487.0
Chenoweth-Spearfish section of Chenoweth-Goldendale No 1 115kV line,2014-01-26 15:37:00,2014-01-26 15:40:00,115.0,3,Auto,Weather,2014,{2014},49487.0
Spearfish tap to Chenoweth-Goldendale No 1 115kV line,2014-01-26 15:37:00,2014-01-26 15:40:00,115.0,3,Auto,Weather,2014,{2014},49487.0
Condon tap to De Moss-Fossil No 1 115kV line,2014-01-27 06:33:00,2014-01-27 11:05:00,115.0,272,Auto,Weather,2014,{2014},49487.0
Condon Wind tap to De Moss-Fossil No 1 115kV line,2014-01-27 06:33:00,2014-01-27 11:05:00,115.0,272,Auto,Weather,2014,{2014},49487.0
Condon Wind-Condon section of De Moss-Fossil No 1 115kV line,2014-01-27 06:33:00,2014-01-27 11:05:00,115.0,272,Auto,Weather,2014,{2014},49487.0
Condon-Fossil section of De Moss-Fossil No 1 115kV line,2014-01-27 06:33:00,2014-01-27 11:05:00,115.0,272,Auto,Weather,2014,{2014},49487.0
De Moss-Fossil No 1 115kV line,2014-01-27 06:33:00,2014-01-27 11:05:00,115.0,272,Auto,Weather,2014,{2014},49487.0
La Grande-IPC North Powder No 1 230kV line,2014-01-27 08:41:00,2014-01-27 08:45:00,230.0,4,Auto,Unknown,2014,{2014},49487.0
La Grande-IPC North Powder No 1 230kV line,2014-01-28 10:01:00,2014-01-28 10:03:00,230.0,2,Auto,Unknown,2014,{2014},49487.0
La Grande-IPC North Powder No 1 230kV line,2014-01-28 10:06:00,2014-01-28 10:09:00,230.0,3,Auto,Unknown,2014,{2014},49487.0
La Grande-IPC North Powder No 1 230kV line,2014-01-28 10:41:00,2014-01-29 12:57:00,230.0,1576,Auto,Unknown,2014,{2014},49487.0
Mabton tap to Spring Creek-Wine Country No 1 230kV line,2014-01-28 15:05:00,2014-01-28 15:07:00,230.0,2,Auto,Unknown,2014,{2014},49487.0
Mabton-Wine Country section of Spring Creek-Wine Country No 1 230kV line,2014-01-28 15:05:00,2014-01-28 15:07:00,230.0,2,Auto,Unknown,2014,{2014},49487.0
Spring Creek-Mabton section of Spring Creek-Wine Country No 1 230kV line,2014-01-28 15:05:00,2014-01-28 15:07:00,230.0,2,Auto,Unknown,2014,{2014},49487.0
Spring Creek-Wine Country No 1 230kV line,2014-01-28 15:05:00,2014-01-28 15:07:00,230.0,2,Auto,Unknown,2014,{2014},49487.0
Grand Coulee-Westside AVA No 1 230kV line,2014-01-28 22:53:00,2014-01-28 22:57:00,230.0,4,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-29 04:45:00,2014-01-29 04:46:00,230.0,1,Auto,Weather,2014,{2014},49487.0
Mission-Pendleton section of Walla Walla-Pendleton No 1 69kV line,2014-01-29 05:24:00,2014-01-29 13:35:00,69.0,491,Auto,Weather,2014,{2014},49487.0
Walla Walla-Pendleton No 1 69kV line,2014-01-29 05:24:00,2014-01-29 13:35:00,69.0,491,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Westside AVA No 1 230kV line,2014-01-29 05:48:00,2014-01-29 05:55:00,230.0,7,Auto,Weather,2014,{2014},49487.0
Mabton tap to Spring Creek-Wine Country No 1 230kV line,2014-01-29 06:42:00,2014-01-29 06:44:00,230.0,2,Auto,Unknown,2014,{2014},49487.0
Mabton-Wine Country section of Spring Creek-Wine Country No 1 230kV line,2014-01-29 06:42:00,2014-01-29 06:44:00,230.0,2,Auto,Unknown,2014,{2014},49487.0
Spring Creek-Mabton section of Spring Creek-Wine Country No 1 230kV line,2014-01-29 06:42:00,2014-01-29 06:44:00,230.0,2,Auto,Unknown,2014,{2014},49487.0
Spring Creek-Wine Country No 1 230kV line,2014-01-29 06:42:00,2014-01-29 06:44:00,230.0,2,Auto,Unknown,2014,{2014},49487.0
Chief Joseph PH-Chief Joseph No 1 230kV line,2014-01-29 06:46:00,2014-01-29 06:57:00,230.0,11,Auto,Other,2014,{2014},49487.0
Chief Joseph PH-Chief Joseph No 4 230kV line,2014-01-29 06:46:00,2014-01-29 06:57:00,230.0,11,Auto,Other,2014,{2014},49487.0
Chief Joseph PH-Chief Joseph No 5 500kV line,2014-01-29 06:46:00,2014-01-29 06:50:00,500.0,4,Auto,Other,2014,{2014},49487.0
John Day-Grizzly No 1 500kV line,2014-01-29 06:46:00,2014-01-29 06:49:00,500.0,3,Auto,Weather,2014,{2014},49487.0
Chief Joseph PH-Chief Joseph No 1 230kV line,2014-01-29 07:03:00,2014-01-29 07:05:00,230.0,2,Auto,Other,2014,{2014},49487.0
Chief Joseph PH-Chief Joseph No 4 230kV line,2014-01-29 07:03:00,2014-01-29 07:06:00,230.0,3,Auto,Other,2014,{2014},49487.0
Chief Joseph PH-Chief Joseph No 5 500kV line,2014-01-29 07:03:00,2014-01-29 07:06:00,500.0,3,Auto,Other,2014,{2014},49487.0
Chief Joseph PH-Chief Joseph No 6 500kV line,2014-01-29 07:03:00,2014-01-29 07:07:00,500.0,4,Auto,Other,2014,{2014},49487.0
John Day-Grizzly No 1 500kV line,2014-01-29 07:03:00,2014-01-29 12:31:00,500.0,328,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Westside AVA No 1 230kV line,2014-01-29 10:08:00,2014-01-29 10:16:00,230.0,8,Auto,Weather,2014,{2014},49487.0
Chenoweth-Goldendale No 1 115kV line,2014-01-29 10:19:00,2014-01-29 11:26:00,115.0,67,Auto,Weather,2014,{2014},49487.0
Chenoweth-Spearfish section of Chenoweth-Goldendale No 1 115kV line,2014-01-29 10:19:00,2014-01-29 11:26:00,115.0,67,Auto,Weather,2014,{2014},49487.0
Spearfish tap to Chenoweth-Goldendale No 1 115kV line,2014-01-29 10:19:00,2014-01-29 11:26:00,115.0,67,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Westside AVA No 1 230kV line,2014-01-29 10:43:00,2014-01-29 10:45:00,230.0,2,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Westside AVA No 1 230kV line,2014-01-29 10:48:00,2014-01-29 19:48:00,230.0,540,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-29 10:57:00,2014-01-29 16:49:00,230.0,352,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Westside AVA No 1 230kV line,2014-01-30 04:02:00,2014-01-31 19:12:00,230.0,2350,Auto,Weather,2014,{2014},49487.0
Creston-Bell No 1 115kV line,2014-01-30 12:48:00,2014-01-30 14:44:00,115.0,116,Auto,Weather,2014,{2014},49487.0
Creston-Egypt section of Creston-Bell No 1 115kV line,2014-01-30 12:48:00,2014-01-30 14:44:00,115.0,116,Auto,Weather,2014,{2014},49487.0
B212-Wilbur section of Grand Coulee-Creston No 1 115kV line,2014-01-30 12:48:00,2014-01-30 14:44:00,115.0,116,Auto,Weather,2014,{2014},49487.0
Grand Coulee #2 tap to Grand Coulee-Creston No 1 115kV line,2014-01-30 12:48:00,2014-01-30 14:44:00,115.0,116,Auto,Weather,2014,{2014},49487.0
Grand Coulee-B212 section of Grand Coulee-Creston No 1 115kV line,2014-01-30 12:48:00,2014-01-30 15:37:00,115.0,169,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Creston No 1 115kV line,2014-01-30 12:48:00,2014-01-30 15:37:00,115.0,169,Auto,Weather,2014,{2014},49487.0
Wagner Lake tap to Wilbur tap to Grand Coulee-Creston No 1 115kV line,2014-01-30 12:48:00,2014-01-30 14:44:00,115.0,116,Auto,Weather,2014,{2014},49487.0
Wilbur tap to Grand Coulee-Creston No 1 115kV line,2014-01-30 12:48:00,2014-01-30 14:44:00,115.0,116,Auto,Weather,2014,{2014},49487.0
Wilbur-Creston section of Grand Coulee-Creston No 1 115kV line,2014-01-30 12:48:00,2014-01-30 14:44:00,115.0,116,Auto,Weather,2014,{2014},49487.0
Creston-Bell No 1 115kV line,2014-01-31 10:09:00,2014-01-31 13:36:00,115.0,207,Auto,Weather,2014,{2014},49487.0
Creston-Egypt section of Creston-Bell No 1 115kV line,2014-01-31 10:09:00,2014-01-31 12:24:00,115.0,135,Auto,Weather,2014,{2014},49487.0
Egypt tap to Creston-Bell No 1 115kV line,2014-01-31 10:09:00,2014-01-31 12:24:00,115.0,135,Auto,Weather,2014,{2014},49487.0
Egypt-Larene section of Creston-Bell No 1 115kV line,2014-01-31 10:09:00,2014-01-31 12:24:00,115.0,135,Auto,Weather,2014,{2014},49487.0
Larene tap to Creston-Bell No 1 115kV line,2014-01-31 10:09:00,2014-01-31 12:24:00,115.0,135,Auto,Weather,2014,{2014},49487.0
Larene-Springhill section of Creston-Bell No 1 115kV line,2014-01-31 10:09:00,2014-01-31 13:36:00,115.0,207,Auto,Weather,2014,{2014},49487.0
Springhill tap to Creston-Bell No 1 115kV line,2014-01-31 10:09:00,2014-01-31 10:54:00,115.0,45,Auto,Weather,2014,{2014},49487.0
Springhill-Bell section of Creston-Bell No 1 115kV line,2014-01-31 10:09:00,2014-01-31 10:54:00,115.0,45,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Bell No 3 230kV line,2014-01-31 10:24:00,2014-02-01 15:51:00,230.0,1767,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Bell No 5 230kV line,2014-01-31 13:55:00,2014-01-31 13:59:00,230.0,4,Auto,Weather,2014,{2014},49487.0
Grand Coulee-Westside AVA No 1 230kV line,2014-02-01 06:55:00,2014-02-01 18:04:00,230.0,669,Auto,Weather,2014,{2014},49487.0
John Day PH-John Day No 4 500kV line,2014-02-07 03:20:00,2014-02-07 09:26:00,500.0,366,Auto,Unknown,2014,{2014},49487.0
Martin Creek-Drain No 1 115kV line,2014-02-08 03:11:00,2014-02-08 10:57:00,115.0,466,Auto,Other,2014,{2014},49487.0
Alvey-Fairview No 1 230kV line,2014-02-08 03:11:00,2014-02-08 09:54:00,230.0,403,Auto,Tree Blown,2014,{2014},49487.0
Alvey-Martin Creek section of Alvey-Fairview No 1 230kV line,2014-02-08 03:11:00,2014-02-08 09:54:00,230.0,403,Auto,Tree Blown,2014,{2014},49487.0
Green Valley tap to Alvey-Fairview No 1 230kV line,2014-02-08 03:11:00,2014-02-08 03:12:00,230.0,1,Auto,Tree Blown,2014,{2014},49487.0
Green Valley-Fairview section of Alvey-Fairview No 1 230kV line,2014-02-08 03:11:00,2014-02-08 03:12:00,230.0,1,Auto,Tree Blown,2014,{2014},49487.0
Martin Creek tap to Alvey-Fairview No 1 230kV line,2014-02-08 03:11:00,2014-02-08 05:53:00,230.0,162,Auto,Tree Blown,2014,{2014},49487.0
Martin Creek-Green Valley section of Alvey-Fairview No 1 230kV line,2014-02-08 03:11:00,2014-02-08 05:33:00,230.0,142,Auto,Tree Blown,2014,{2014},49487.0
Alvey-Martin Creek No 1 115kV line,2014-02-08 03:11:00,2014-02-08 05:34:00,115.0,143,Auto,Other,2014,{2014},49487.0
Dorena tap to Alvey-Martin Creek No 1 115kV line,2014-02-08 03:11:00,2014-02-08 05:34:00,115.0,143,Auto,Other,2014,{2014},49487.0
Dorena-Latham section of Alvey-Martin Creek No 1 115kV line,2014-02-08 03:11:00,2014-02-08 05:34:00,115.0,143,Auto,Other,2014,{2014},49487.0
Latham tap to Alvey-Martin Creek No 1 115kV line,2014-02-08 03:11:00,2014-02-08 05:34:00,115.0,143,Auto,Other,2014,{2014},49487.0
Latham-Martin Creek section of Alvey-Martin Creek No 1 115kV line,2014-02-08 03:11:00,2014-02-08 05:34:00,115.0,143,Auto,Other,2014,{2014},49487.0
Marcola A500-Alvey section of Santiam-Alvey No 1&2 230kV line,2014-02-08 03:23:00,2014-02-08 07:37:00,230.0,254,Auto,Weather,2014,{2014},49487.0
Santiam-Alvey No 1&2 230kV line,2014-02-08 03:23:00,2014-02-09 13:01:00,230.0,2018,Auto,Weather,2014,{2014},49487.0
Santiam-Marcola A500 section of Santiam-Alvey No 1&2 230kV line,2014-02-08 03:23:00,2014-02-09 13:01:00,230.0,2018,Auto,Weather,2014,{2014},49487.0
Alvey-Fairview No 1 230kV line,2014-02-08 06:37:00,2014-02-08 06:39:00,230.0,2,Auto,Weather,2014,{2014},49487.0
Green Valley tap to Alvey-Fairview No 1 230kV line,2014-02-08 06:37:00,2014-02-08 06:39:00,230.0,2,Auto,Weather,2014,{2014},49487.0
Green Valley-Fairview section of Alvey-Fairview No 1 230kV line,2014-02-08 06:37:00,2014-02-08 06:39:00,230.0,2,Auto,Weather,2014,{2014},49487.0
Alvey-Martin Creek No 1 115kV line,2014-02-08 06:37:00,2014-02-08 06:46:00,115.0,9,Auto,Other,2014,{2014},49487.0
Dorena tap to Alvey-Martin Creek No 1 115kV line,2014-02-08 06:37:00,2014-02-08 06:46:00,115.0,9,Auto,Other,2014,{2014},49487.0
Dorena-Latham section of Alvey-Martin Creek No 1 115kV line,2014-02-08 06:37:00,2014-02-08 06:46:00,115.0,9,Auto,Other,2014,{2014},49487.0
Latham tap to Alvey-Martin Creek No 1 115kV line,2014-02-08 06:37:00,2014-02-08 06:46:00,115.0,9,Auto,Other,2014,{2014},49487.0
Latham-Martin Creek section of Alvey-Martin Creek No 1 115kV line,2014-02-08 06:37:00,2014-02-08 06:46:00,115.0,9,Auto,Other,2014,{2014},49487.0
Alvey-Martin Creek No 1 115kV line,2014-02-08 12:09:00,2014-02-08 13:29:00,115.0,80,Auto,Weather,2014,{2014},49487.0
Dorena tap to Alvey-Martin Creek No 1 115kV line,2014-02-08 12:09:00,2014-02-08 18:22:00,115.0,373,Auto,Weather,2014,{2014},49487.0
Dorena-Latham section of Alvey-Martin Creek No 1 115kV line,2014-02-08 12:09:00,2014-02-08 13:29:00,115.0,80,Auto,Weather,2014,{2014},49487.0
Latham tap to Alvey-Martin Creek No 1 115kV line,2014-02-08 12:09:00,2014-02-08 13:29:00,115.0,80,Auto,Weather,2014,{2014},49487.0
Latham-Martin Creek section of Alvey-Martin Creek No 1 115kV line,2014-02-08 12:09:00,2014-02-08 13:29:00,115.0,80,Auto,Weather,2014,{2014},49487.0
Lane-Wendson No 2 230kV line,2014-02-08 13:26:00,2014-02-08 22:05:00,230.0,519,Auto,Tree Blown,2014,{2014},49487.0
Allston-Delena section of Allston-Driscoll No 2 115kV line,2014-02-08 17:54:00,2014-02-08 17:59:00,115.0,5,Auto,Unknown,2014,{2014},49487.0
Allston-Driscoll No 2 115kV line,2014-02-08 17:54:00,2014-02-08 18:06:00,115.0,12,Auto,Unknown,2014,{2014},49487.0
Conyers tap to Allston-Driscoll No 2 115kV line,2014-02-08 17:54:00,2014-02-08 17:59:00,115.0,5,Auto,Unknown,2014,{2014},49487.0
Conyers-Mist section of Allston-Driscoll No 2 115kV line,2014-02-08 17:54:00,2014-02-08 17:59:00,115.0,5,Auto,Unknown,2014,{2014},49487.0
Delena-Conyers section of Allston-Driscoll No 2 115kV line,2014-02-08 17:54:00,2014-02-08 17:59:00,115.0,5,Auto,Unknown,2014,{2014},49487.0
Mist tap to Allston-Driscoll No 2 115kV line,2014-02-08 17:54:00,2014-02-08 17:59:00,115.0,5,Auto,Unknown,2014,{2014},49487.0
Mist-Driscoll section of Allston-Driscoll No 2 115kV line,2014-02-08 17:54:00,2014-02-08 18:06:00,115.0,12,Auto,Unknown,2014,{2014},49487.0
Dworshak-Taft No 1 500kV line,2014-02-12 08:12:00,2014-02-12 13:58:00,500.0,346,Auto,Wind,2014,{2014},49487.0
Addy-AVA Devils Gap No 1 115kV line,2014-02-12 12:01:00,2014-02-12 13:16:00,115.0,75,Auto,Unknown,2014,{2014},49487.0
The Dalles PH-Big Eddy No 3 230kV line,2014-02-14 11:59:00,2014-02-14 14:10:00,230.0,131,Auto,Unknown,2014,{2014},49487.0
Big Eddy-Spring Creek No 1 230kV line,2014-02-15 18:48:00,2014-02-16 15:23:00,230.0,1235,Auto,Other,2014,{2014},49487.0
South Tacoma-Southwest No 1 230kV line,2014-02-15 18:53:00,2014-02-16 02:42:00,230.0,469,Auto,Tree Blown,2014,{2014},49487.0
St Johns-Keeler No 2 115kV line,2014-02-18 12:09:00,2014-02-18 14:28:00,115.0,139,Auto,Other,2014,{2014},49487.0
Big Hanaford-Centralia section of Paul-Centralia Thermal PH No 1 500kV line,2014-02-27 08:38:00,2014-02-27 11:52:00,500.0,194,Auto,Unknown,2014,{2014},49487.0
Paul-Centralia Thermal PH No 1 500kV line,2014-02-27 08:38:00,2014-02-27 11:52:00,500.0,194,Auto,Unknown,2014,{2014},49487.0
Condon tap to De Moss-Fossil No 1 115kV line,2014-02-27 15:56:00,2014-02-27 18:53:00,115.0,177,Auto,Weather,2014,{2014},49487.0
Condon Wind tap to De Moss-Fossil No 1 115kV line,2014-02-27 15:56:00,2014-02-27 18:53:00,115.0,177,Auto,Weather,2014,{2014},49487.0
Condon Wind-Condon section of De Moss-Fossil No 1 115kV line,2014-02-27 15:56:00,2014-02-27 18:53:00,115.0,177,Auto,Weather,2014,{2014},49487.0
Condon-Fossil section of De Moss-Fossil No 1 115kV line,2014-02-27 15:56:00,2014-02-27 18:53:00,115.0,177,Auto,Weather,2014,{2014},49487.0
De Moss-Condon Wind section of De Moss-Fossil No 1 115kV line,2014-02-27 15:56:00,2014-02-27 18:53:00,115.0,177,Auto,Weather,2014,{2014},49487.0
De Moss-Fossil No 1 115kV line,2014-02-27 15:56:00,2014-02-27 18:53:00,115.0,177,Auto,Weather,2014,{2014},49487.0
Allston-Delena section of Allston-Driscoll No 2 115kV line,2014-02-28 13:25:00,2014-02-28 13:28:00,115.0,3,Auto,Tree Blown,2014,{2014},49487.0
Allston-Driscoll No 2 115kV line,2014-02-28 13:25:00,2014-02-28 13:28:00,115.0,3,Auto,Tree Blown,2014,{2014},49487.0
Conyers tap to Allston-Driscoll No 2 115kV line,2014-02-28 13:25:00,2014-02-28 13:28:00,115.0,3,Auto,Tree Blown,2014,{2014},49487.0
Conyers-Mist section of Allston-Driscoll No 2 115kV line,2014-02-28 13:25:00,2014-02-28 13:28:00,115.0,3,Auto,Tree Blown,2014,{2014},49487.0
Delena-Conyers section of Allston-Driscoll No 2 115kV line,2014-02-28 13:25:00,2014-02-28 13:28:00,115.0,3,Auto,Tree Blown,2014,{2014},49487.0
Mist tap to Allston-Driscoll No 2 115kV line,2014-02-28 13:25:00,2014-02-28 13:28:00,115.0,3,Auto,Tree Blown,2014,{2014},49487.0
