Name,Out Datetime,In Datetime,Voltage (kV),Duration (minutes),Outage Type,Cause,year,outage_year,threshold
Maupin-Redmond section of Big Eddy-Redmond No 1 230kV line,2018-06-21 19:04:00,2018-06-21 19:06:00,230.0,2,Auto,Weather,2018,{2018},49487.0
Big Eddy-Maupin section of Big Eddy-Redmond No 1 230kV line,2018-06-21 19:53:00,2018-06-21 19:55:00,230.0,2,Auto,Weather,2018,{2018},49487.0
Big Eddy-Redmond No 1 230kV line,2018-06-21 19:53:00,2018-06-21 19:55:00,230.0,2,Auto,Weather,2018,{2018},49487.0
Maupin-Redmond section of Big Eddy-Redmond No 1 230kV line,2018-06-21 19:53:00,2018-06-21 19:55:00,230.0,2,Auto,Weather,2018,{2018},49487.0
Goose Lake tap to Grand Coulee-Okanogan No 2 115kV line,2018-06-21 20:19:00,2018-06-21 20:46:00,115.0,27,Auto,Lightning,2018,{2018},49487.0
Goose Lake-Okanogan section of Grand Coulee-Okanogan No 2 115kV line,2018-06-21 20:19:00,2018-06-21 20:46:00,115.0,27,Auto,Lightning,2018,{2018},49487.0
Grand Coulee-Keller section of Grand Coulee-Okanogan No 2 115kV line,2018-06-21 20:19:00,2018-06-21 20:46:00,115.0,27,Auto,Lightning,2018,{2018},49487.0
Grand Coulee-Okanogan No 2 115kV line,2018-06-21 20:19:00,2018-06-21 20:46:00,115.0,27,Auto,Lightning,2018,{2018},49487.0
Keller tap to Grand Coulee-Okanogan No 2 115kV line,2018-06-21 20:19:00,2018-06-21 20:46:00,115.0,27,Auto,Lightning,2018,{2018},49487.0
Keller-Nespelem section of Grand Coulee-Okanogan No 2 115kV line,2018-06-21 20:19:00,2018-06-21 20:46:00,115.0,27,Auto,Lightning,2018,{2018},49487.0
Nespelem tap to Grand Coulee-Okanogan No 2 115kV line,2018-06-21 20:19:00,2018-06-21 20:46:00,115.0,27,Auto,Lightning,2018,{2018},49487.0
Nespelem-Goose Lake section of Grand Coulee-Okanogan No 2 115kV line,2018-06-21 20:19:00,2018-06-21 20:46:00,115.0,27,Auto,Lightning,2018,{2018},49487.0
Noxon-Libby No 1 230kV line,2018-06-22 19:02:00,2018-06-22 19:06:00,230.0,4,Auto,Lightning,2018,{2018},49487.0
Addy tap to Bell-Boundary No 3 230kV line,2018-06-22 19:26:00,2018-06-22 22:33:00,230.0,187,Auto,Lightning,2018,{2018},49487.0
Addy-Boundary section of Bell-Boundary No 3 230kV line,2018-06-22 19:26:00,2018-06-25 18:02:00,230.0,4236,Auto,Lightning,2018,{2018},49487.0
Bell-Addy section of Bell-Boundary No 3 230kV line,2018-06-22 19:26:00,2018-06-22 22:33:00,230.0,187,Auto,Lightning,2018,{2018},49487.0
Bell-Boundary No 3 230kV line,2018-06-22 19:26:00,2018-06-25 18:02:00,230.0,4236,Auto,Lightning,2018,{2018},49487.0
Columbia Falls-Stillwater section of Columbia Falls-Trego No 1 115kV line,2018-06-24 09:11:00,2018-06-24 10:30:00,115.0,79,Auto,Tree Blown,2018,{2018},49487.0
Columbia Falls-Trego No 1 115kV line,2018-06-24 09:11:00,2018-06-24 12:49:00,115.0,218,Auto,Tree Blown,2018,{2018},49487.0
Stillwater tap to Columbia Falls-Trego No 1 115kV line,2018-06-24 09:11:00,2018-06-24 10:30:00,115.0,79,Auto,Tree Blown,2018,{2018},49487.0
Stillwater-Trego section of Columbia Falls-Trego No 1 115kV line,2018-06-24 09:11:00,2018-06-24 12:49:00,115.0,218,Auto,Tree Blown,2018,{2018},49487.0
Chief Joseph-Snohomish No 4 345kV line,2018-06-25 02:39:00,2018-06-25 02:41:00,345.0,2,Auto,Lightning,2018,{2018},49487.0
Colville-Boundary No 1 115kV line,2018-06-25 05:25:00,2018-06-25 05:29:00,115.0,4,Auto,Lightning,2018,{2018},49487.0
Metaline Falls-Boundary section of Colville-Boundary No 1 115kV line,2018-06-25 05:25:00,2018-06-25 05:29:00,115.0,4,Auto,Lightning,2018,{2018},49487.0
Allston-Driscoll No 2 115kV line,2018-06-25 09:32:00,2018-06-25 09:33:00,115.0,1,Auto,Tree Blown,2018,{2018},49487.0
Mist-Driscoll section of Allston-Driscoll No 2 115kV line,2018-06-25 09:32:00,2018-06-25 09:33:00,115.0,1,Auto,Tree Blown,2018,{2018},49487.0
Boardman-Ione No 1 69kV line,2018-06-30 14:21:00,2018-07-02 11:30:00,69.0,2709,Auto,Unknown,2018,{2018},49487.0
McNary PH-McNary No 5 230kV line,2018-07-02 08:48:00,2018-07-02 09:06:00,230.0,18,Auto,Other,2018,{2018},49487.0
Discovery-Chenoweth No 1 115kV line,2018-07-05 02:28:00,2018-07-05 09:44:00,115.0,436,Auto,Other,2018,{2018},49487.0
Discovery-Chenoweth No 1 115kV line,2018-07-06 08:59:00,2018-07-06 09:02:00,115.0,3,Auto,Other,2018,{2018},49487.0
Box Canyon-Cusick section of Box Canyon-Usk 115kV line,2018-07-12 14:23:00,2018-07-12 17:16:00,115.0,173,Auto,Unknown,2018,{2018},49487.0
Box Canyon-Usk 115kV line,2018-07-12 14:23:00,2018-07-12 17:16:00,115.0,173,Auto,Unknown,2018,{2018},49487.0
Cusick-Usk section of Box Canyon-Usk 115kV line,2018-07-12 14:23:00,2018-07-12 14:51:00,115.0,28,Auto,Unknown,2018,{2018},49487.0
Cedarville Junction tap to Mile Hi-Alturas 115kV line,2018-07-15 15:42:00,2018-07-16 02:38:00,115.0,656,Auto,Weather,2018,{2018},49487.0
Davis Creek tap to Mile Hi-Alturas 115kV line,2018-07-15 15:42:00,2018-07-16 02:38:00,115.0,656,Auto,Weather,2018,{2018},49487.0
Mile Hi-Alturas 115kV line,2018-07-15 15:42:00,2018-07-16 02:38:00,115.0,656,Auto,Weather,2018,{2018},49487.0
La Grande-IPC North Powder No 1 230kV line,2018-07-15 21:03:00,2018-07-15 21:14:00,230.0,11,Auto,Unknown,2018,{2018},49487.0
McNary-Roundup No 1 230kV line,2018-07-15 21:03:00,2018-07-15 21:10:00,230.0,7,Auto,Other,2018,{2018},49487.0
Roundup-La Grande No 1 230kV line,2018-07-15 21:03:00,2018-07-15 21:11:00,230.0,8,Auto,Unknown,2018,{2018},49487.0
Hilltop-Bordertown No 1 345kV line,2018-07-16 04:54:00,2018-07-16 17:30:00,345.0,756,Auto,Unknown,2018,{2018},49487.0
Paul-Centralia Thermal PH No 2 500kV line,2018-07-16 12:51:00,2018-07-20 19:10:00,500.0,6139,Auto,Unknown,2018,{2018},49487.0
Ostrander-Troutdale No 1 500kV line,2018-07-16 15:17:00,2018-07-16 15:20:00,500.0,3,Auto,Unknown,2018,{2018},49487.0
Big Eddy-Maupin section of Big Eddy-Redmond No 1 230kV line,2018-07-17 15:38:00,2018-07-17 16:28:00,230.0,50,Auto,Weather,2018,{2018},49487.0
Big Eddy-Redmond No 1 230kV line,2018-07-17 15:38:00,2018-07-17 16:28:00,230.0,50,Auto,Weather,2018,{2018},49487.0
Maupin-Redmond section of Big Eddy-Redmond No 1 230kV line,2018-07-17 15:38:00,2018-07-17 16:28:00,230.0,50,Auto,Weather,2018,{2018},49487.0
Antelope tap to Fossil-Maupin 69kV line,2018-07-17 15:38:00,2018-07-17 16:28:00,69.0,50,Auto,Weather,2018,{2018},49487.0
Antelope-Maupin section of Fossil-Maupin 69kV line,2018-07-17 15:38:00,2018-07-17 16:28:00,69.0,50,Auto,Weather,2018,{2018},49487.0
Fossil-Maupin 69kV line,2018-07-17 15:38:00,2018-07-17 16:28:00,69.0,50,Auto,Weather,2018,{2018},49487.0
Muddy Ranch tap to Fossil-Maupin 69kV line,2018-07-17 15:38:00,2018-07-17 16:28:00,69.0,50,Auto,Weather,2018,{2018},49487.0
Muddy Ranch-Antelope section of Fossil-Maupin 69kV line,2018-07-17 15:38:00,2018-07-17 16:28:00,69.0,50,Auto,Weather,2018,{2018},49487.0
Maupin-Tygh Valley No 1 69kV line,2018-07-17 15:38:00,2018-07-17 16:28:00,69.0,50,Auto,Weather,2018,{2018},49487.0
Wamic tap to Maupin-Tygh Valley No 1 69kV line,2018-07-17 15:38:00,2018-07-17 16:28:00,69.0,50,Auto,Weather,2018,{2018},49487.0
John Day-Marion No 1 500kV line,2018-07-17 18:57:00,2018-07-17 19:00:00,500.0,3,Auto,Weather,2018,{2018},49487.0
Big Eddy-De Moss No 1 115kV line,2018-07-18 12:13:00,2018-07-18 13:44:00,115.0,91,Auto,Weather,2018,{2018},49487.0
Condon tap to De Moss-Fossil No 1 115kV line,2018-07-18 12:13:00,2018-07-18 13:50:00,115.0,97,Auto,Other,2018,{2018},49487.0
Condon Wind tap to De Moss-Fossil No 1 115kV line,2018-07-18 12:13:00,2018-07-18 13:50:00,115.0,97,Auto,Other,2018,{2018},49487.0
Condon Wind-Condon section of De Moss-Fossil No 1 115kV line,2018-07-18 12:13:00,2018-07-18 13:50:00,115.0,97,Auto,Other,2018,{2018},49487.0
Condon-Fossil section of De Moss-Fossil No 1 115kV line,2018-07-18 12:13:00,2018-07-18 13:50:00,115.0,97,Auto,Other,2018,{2018},49487.0
De Moss-Condon Wind section of De Moss-Fossil No 1 115kV line,2018-07-18 12:13:00,2018-07-18 13:50:00,115.0,97,Auto,Other,2018,{2018},49487.0
De Moss-Fossil No 1 115kV line,2018-07-18 12:13:00,2018-07-18 13:50:00,115.0,97,Auto,Other,2018,{2018},49487.0
John Day-Marion No 1 500kV line,2018-07-18 14:31:00,2018-07-18 14:34:00,500.0,3,Auto,Weather,2018,{2018},49487.0
Big Eddy-Celilo No 2 500kV line,2018-07-18 15:26:00,2018-07-18 22:04:00,500.0,398,Auto,Other,2018,{2018},49487.0
Celilo-Sylmar Pole No 4 1000kV line,2018-07-18 15:26:00,2018-07-18 15:38:00,1000.0,12,Auto,Other,2018,{2018},49487.0
Celilo-Sylmar Pole No 4 1000kV line,2018-07-18 16:09:00,2018-07-18 16:18:00,1000.0,9,Auto,Other,2018,{2018},49487.0
John Day-Grizzly No 2 500kV line,2018-07-18 17:28:00,2018-07-18 17:34:00,500.0,6,Auto,Weather,2018,{2018},49487.0
Chief Joseph PH-Chief Joseph No 3 230kV line,2018-07-18 17:30:00,2018-07-18 17:40:00,230.0,10,Auto,Other,2018,{2018},49487.0
Chief Joseph PH-Chief Joseph No 4 230kV line,2018-07-18 17:30:00,2018-07-18 17:39:00,230.0,9,Auto,Other,2018,{2018},49487.0
Chief Joseph PH-Chief Joseph No 6 500kV line,2018-07-18 17:30:00,2018-07-18 17:38:00,500.0,8,Auto,Other,2018,{2018},49487.0
John Day-Grizzly No 1 500kV line,2018-07-18 17:30:00,2018-07-18 17:33:00,500.0,3,Auto,Weather,2018,{2018},49487.0
Biglow Canyon-John Day No 1 230kV line,2018-07-18 17:30:00,2018-07-18 18:08:00,230.0,38,Auto,Other,2018,{2018},49487.0
Benton City-Red Mountain section of Grandview-Red Mountain No 1 115kV line,2018-07-19 04:40:00,2018-07-19 04:41:00,115.0,1,Auto,Unknown,2018,{2018},49487.0
Grandview-Red Mountain No 1 115kV line,2018-07-19 04:40:00,2018-07-19 04:41:00,115.0,1,Auto,Unknown,2018,{2018},49487.0
Lower Granite-Hatwai No 1 500kV line,2018-07-19 12:31:00,2018-07-19 12:43:00,500.0,12,Auto,Other,2018,{2018},49487.0
Hatwai-AVA Lolo No 2 230kV line,2018-07-21 13:52:00,2018-07-21 20:23:00,230.0,391,Auto,Other,2018,{2018},49487.0
Dworshak PH-Ahsahka section of Dworshak PH-Orofino No 1 115kV line,2018-07-24 08:50:00,2018-07-24 10:45:00,115.0,115,Auto,Other,2018,{2018},49487.0
Dworshak PH-Orofino No 1 115kV line,2018-07-24 08:50:00,2018-07-24 10:45:00,115.0,115,Auto,Other,2018,{2018},49487.0
Dworshak PH-Dworshak No 1 500kV line,2018-07-24 08:50:00,2018-07-24 20:57:00,500.0,727,Auto,Other,2018,{2018},49487.0
Boundary-Nelway No 1 230kV line,2018-07-24 12:44:00,2018-07-24 13:43:00,230.0,59,Auto,Other,2018,{2018},49487.0
Addy-Boundary section of Bell-Boundary No 3 230kV line,2018-07-24 12:44:00,2018-07-24 13:40:00,230.0,56,Auto,Other,2018,{2018},49487.0
Bell-Boundary No 3 230kV line,2018-07-24 12:44:00,2018-07-24 13:40:00,230.0,56,Auto,Other,2018,{2018},49487.0
Big Eddy-Celilo No 2 500kV line,2018-07-25 10:56:00,2018-07-25 11:04:00,500.0,8,Auto,Other,2018,{2018},49487.0
Celilo-Sylmar Pole No 4 1000kV line,2018-07-25 10:56:00,2018-07-25 11:04:00,1000.0,8,Auto,Other,2018,{2018},49487.0
Dworshak PH-Dworshak No 1 500kV line,2018-07-26 13:36:00,2018-07-26 17:19:00,500.0,223,Auto,Other,2018,{2018},49487.0
Dworshak PH-Dworshak No 1 500kV line,2018-07-27 13:23:00,2018-07-27 17:00:00,500.0,217,Auto,Other,2018,{2018},49487.0
Dworshak PH-Dworshak No 1 500kV line,2018-07-30 16:15:00,2018-07-30 19:01:00,500.0,166,Auto,Other,2018,{2018},49487.0
Big Eddy-Celilo No 2 500kV line,2018-08-02 10:04:00,2018-08-02 10:11:00,500.0,7,Auto,Other,2018,{2018},49487.0
Celilo-Sylmar Pole No 4 1000kV line,2018-08-02 10:04:00,2018-08-02 10:15:00,1000.0,11,Auto,Other,2018,{2018},49487.0
Paul-Centralia Thermal PH No 2 500kV line,2018-08-04 11:50:00,2018-08-04 15:14:00,500.0,204,Auto,Other,2018,{2018},49487.0
Big Eddy-Celilo No 2 500kV line,2018-08-05 19:42:00,2018-08-05 20:06:00,500.0,24,Auto,Other,2018,{2018},49487.0
Celilo-Sylmar Pole No 4 1000kV line,2018-08-05 19:42:00,2018-08-05 20:39:00,1000.0,57,Auto,Other,2018,{2018},49487.0
Celilo-Sylmar Pole No 3 1000kV line,2018-08-05 20:00:00,2018-08-05 20:39:00,1000.0,39,Auto,Other,2018,{2018},49487.0
Little Goose-Lower Granite No 1 500kV line,2018-08-05 20:19:00,2018-08-05 20:21:00,500.0,2,Auto,Unknown,2018,{2018},49487.0
Lower Granite-Hatwai No 1 500kV line,2018-08-05 20:19:00,2018-08-05 20:22:00,500.0,3,Auto,Other,2018,{2018},49487.0
Columbia-Grand Coulee No 1 230kV line,2018-08-09 15:01:00,2018-08-09 15:05:00,230.0,4,Auto,Weather,2018,{2018},49487.0
Garrison-Anaconda No 1 230kV line,2018-08-11 15:22:00,2018-08-11 15:23:00,230.0,1,Auto,Lightning,2018,{2018},49487.0
Columbia-Grand Coulee No 3 230kV line,2018-08-11 16:19:00,2018-08-12 10:55:00,230.0,1116,Auto,Weather,2018,{2018},49487.0
Columbia Series Capacitors-Schultz section of Grand Coulee-Schultz No 1 500kV line,2018-08-11 16:20:00,2018-08-11 16:27:00,500.0,7,Auto,Weather,2018,{2018},49487.0
Grand Coulee-Columbia Series Capacitors section of Grand Coulee-Schultz No 1 500kV line,2018-08-11 16:20:00,2018-08-11 16:27:00,500.0,7,Auto,Weather,2018,{2018},49487.0
Grand Coulee-Schultz No 1 500kV line,2018-08-11 16:20:00,2018-08-11 16:27:00,500.0,7,Auto,Weather,2018,{2018},49487.0
Columbia Series Capacitors-Schultz section of Grand Coulee-Schultz No 2 500kV line,2018-08-11 16:21:00,2018-08-12 05:41:00,500.0,800,Auto,Weather,2018,{2018},49487.0
Grand Coulee-Columbia Series Capacitors section of Grand Coulee-Schultz No 2 500kV line,2018-08-11 16:21:00,2018-08-12 05:41:00,500.0,800,Auto,Weather,2018,{2018},49487.0
Grand Coulee-Schultz No 2 500kV line,2018-08-11 16:21:00,2018-08-12 05:41:00,500.0,800,Auto,Weather,2018,{2018},49487.0
Columbia-Grand Coulee No 1 230kV line,2018-08-11 16:22:00,2018-08-11 16:24:00,230.0,2,Auto,Weather,2018,{2018},49487.0
Olympia-Grand Coulee No 1 287kV line,2018-08-11 16:23:00,2018-08-12 10:50:00,287.0,1107,Auto,Weather,2018,{2018},49487.0
Columbia Series Capacitors-Schultz section of Grand Coulee-Schultz No 1 500kV line,2018-08-11 16:28:00,2018-08-12 05:38:00,500.0,790,Auto,Weather,2018,{2018},49487.0
Grand Coulee-Columbia Series Capacitors section of Grand Coulee-Schultz No 1 500kV line,2018-08-11 16:28:00,2018-08-12 05:38:00,500.0,790,Auto,Weather,2018,{2018},49487.0
Grand Coulee-Schultz No 1 500kV line,2018-08-11 16:28:00,2018-08-12 05:38:00,500.0,790,Auto,Weather,2018,{2018},49487.0
Columbia-Grand Coulee No 1 230kV line,2018-08-11 16:31:00,2018-08-11 16:43:00,230.0,12,Auto,Weather,2018,{2018},49487.0
Columbia-Grand Coulee No 1 230kV line,2018-08-11 16:46:00,2018-08-12 10:27:00,230.0,1061,Auto,Weather,2018,{2018},49487.0
Grand Coulee-Chief Joseph No 1 230kV line,2018-08-12 01:22:00,2018-08-13 15:00:00,230.0,2258,Auto,Weather,2018,{2018},49487.0
Broadview-Garrison No 1 500kV line,2018-08-12 18:25:00,2018-08-12 18:29:00,500.0,4,Auto,Unknown,2018,{2018},49487.0
Asarco tap to Libby-Bonners Ferry No 1 115kV line,2018-08-13 09:53:00,2018-08-13 10:49:00,115.0,56,Auto,Other,2018,{2018},49487.0
Libby-Bonners Ferry No 1 115kV line,2018-08-13 09:53:00,2018-08-13 10:49:00,115.0,56,Auto,Other,2018,{2018},49487.0
Troy tap to Libby-Bonners Ferry No 1 115kV line,2018-08-13 09:53:00,2018-08-13 10:49:00,115.0,56,Auto,Other,2018,{2018},49487.0
Broadview-Garrison No 1 500kV line,2018-08-16 12:50:00,2018-08-16 13:09:00,500.0,19,Auto,Unknown,2018,{2018},49487.0
Hatwai-AVA Lolo No 2 230kV line,2018-08-17 18:22:00,2018-08-18 02:55:00,230.0,513,Auto,Other,2018,{2018},49487.0
Hot Springs-Dixon section of Hot Springs-Rattlesnake No 1 230kV line,2018-08-18 04:14:00,2018-08-18 04:17:00,230.0,3,Auto,Lightning,2018,{2018},49487.0
Hot Springs-Rattlesnake No 1 230kV line,2018-08-18 04:14:00,2018-08-18 04:17:00,230.0,3,Auto,Lightning,2018,{2018},49487.0
Dixonville-Meridian No 1 500kV line,2018-08-22 05:11:00,2018-09-03 10:58:00,500.0,17627,Auto,Unknown,2018,{2018},49487.0
Central Ferry-Lower Granite No 2 500kV line,2018-08-25 22:08:00,2018-08-26 12:41:00,500.0,873,Auto,Other,2018,{2018},49487.0
Lower Granite PH-Lower Granite No 1 500kV line,2018-08-25 22:08:00,2018-08-26 12:40:00,500.0,872,Auto,Other,2018,{2018},49487.0
Albeni Falls-Priest River AVA section of Albeni Falls-Sand Creek No 1 115kV line,2018-08-27 09:56:00,2018-08-27 11:32:00,115.0,96,Auto,Unknown,2018,{2018},49487.0
Albeni Falls-Sand Creek No 1 115kV line,2018-08-27 09:56:00,2018-08-27 11:58:00,115.0,122,Auto,Unknown,2018,{2018},49487.0
Laclede tap to Albeni Falls-Sand Creek No 1 115kV line,2018-08-27 09:56:00,2018-08-27 11:06:00,115.0,70,Auto,Unknown,2018,{2018},49487.0
Laclede-Sandpoint section of Albeni Falls-Sand Creek No 1 115kV line,2018-08-27 09:56:00,2018-08-27 11:06:00,115.0,70,Auto,Unknown,2018,{2018},49487.0
Priest River AVA tap to Albeni Falls-Sand Creek No 1 115kV line,2018-08-27 09:56:00,2018-08-27 11:32:00,115.0,96,Auto,Unknown,2018,{2018},49487.0
Priest River AVA-Priest River section of Albeni Falls-Sand Creek No 1 115kV line,2018-08-27 09:56:00,2018-08-27 11:32:00,115.0,96,Auto,Unknown,2018,{2018},49487.0
Priest River tap to Albeni Falls-Sand Creek No 1 115kV line,2018-08-27 09:56:00,2018-08-27 13:30:00,115.0,214,Auto,Unknown,2018,{2018},49487.0
Priest River-Laclede section of Albeni Falls-Sand Creek No 1 115kV line,2018-08-27 09:56:00,2018-08-27 11:58:00,115.0,122,Auto,Unknown,2018,{2018},49487.0
Sandpoint tap to Albeni Falls-Sand Creek No 1 115kV line,2018-08-27 09:56:00,2018-08-27 11:06:00,115.0,70,Auto,Unknown,2018,{2018},49487.0
Sandpoint-Sand Creek section of Albeni Falls-Sand Creek No 1 115kV line,2018-08-27 09:56:00,2018-08-27 11:06:00,115.0,70,Auto,Unknown,2018,{2018},49487.0
Broadview-Garrison No 1 500kV line,2018-08-31 00:19:00,2018-08-31 00:41:00,500.0,22,Auto,Unknown,2018,{2018},49487.0
Okanogan-Twisp 115kV line,2018-08-31 05:56:00,2018-08-31 06:10:00,115.0,14,Auto,Other,2018,{2018},49487.0
Winthrop tap to Okanogan-Twisp 115kV line,2018-08-31 05:56:00,2018-08-31 06:10:00,115.0,14,Auto,Other,2018,{2018},49487.0
Brewster-Okanogan 115kV line,2018-08-31 05:56:00,2018-08-31 06:10:00,115.0,14,Auto,Unknown,2018,{2018},49487.0
Ophir-Okanogan section of Brewster-Okanogan 115kV line,2018-08-31 05:56:00,2018-08-31 06:10:00,115.0,14,Auto,Unknown,2018,{2018},49487.0
Wautoma-Knight No 1 500kV line,2018-09-01 13:12:00,2018-09-01 13:14:00,500.0,2,Auto,Weather,2018,{2018},49487.0
Holden Creek-Thurston No 1 115kV line,2018-09-03 02:19:00,2018-09-03 13:37:00,115.0,678,Auto,Other,2018,{2018},49487.0
Thurston-McKenzie No 1 115kV line,2018-09-03 02:19:00,2018-09-03 13:28:00,115.0,669,Auto,Other,2018,{2018},49487.0
Blue River tap to Cougar-Holden Creek No 1 115kV line,2018-09-03 02:19:00,2018-09-03 13:37:00,115.0,678,Auto,Other,2018,{2018},49487.0
Blue River-Holden Creek section of Cougar-Holden Creek No 1 115kV line,2018-09-03 02:19:00,2018-09-03 13:37:00,115.0,678,Auto,Other,2018,{2018},49487.0
Cougar-Holden Creek No 1 115kV line,2018-09-03 02:19:00,2018-09-03 13:37:00,115.0,678,Auto,Other,2018,{2018},49487.0
Olympia-Satsop No 2 230kV line,2018-09-04 07:41:00,2018-09-04 07:53:00,230.0,12,Auto,Other,2018,{2018},49487.0
Olympia-Shelton No 4 230kV line,2018-09-04 07:41:00,2018-09-04 07:52:00,230.0,11,Auto,Other,2018,{2018},49487.0
Lower Monumental-Ashe No 1 500kV line,2018-09-07 04:03:00,2018-09-07 04:06:00,500.0,3,Auto,Unknown,2018,{2018},49487.0
Brewster-Pateros section of Brewster-Twisp 115kV line,2018-09-07 19:19:00,2018-09-07 20:42:00,115.0,83,Auto,Lightning,2018,{2018},49487.0
Brewster-Twisp 115kV line,2018-09-07 19:19:00,2018-09-07 20:42:00,115.0,83,Auto,Lightning,2018,{2018},49487.0
Pateros-Twisp section of Brewster-Twisp 115kV line,2018-09-07 19:19:00,2018-09-07 20:42:00,115.0,83,Auto,Lightning,2018,{2018},49487.0
Okanogan-Twisp 115kV line,2018-09-07 19:19:00,2018-09-07 20:27:00,115.0,68,Auto,Lightning,2018,{2018},49487.0
Winthrop tap to Okanogan-Twisp 115kV line,2018-09-07 19:19:00,2018-09-07 20:27:00,115.0,68,Auto,Lightning,2018,{2018},49487.0
Anaconda-NWE Mill Creek No 1 230kV line,2018-09-12 08:06:00,2018-09-12 08:12:00,230.0,6,Auto,Other,2018,{2018},49487.0
Columbia-Valhalla No 2 115kV line,2018-09-12 10:29:00,2018-09-12 12:20:00,115.0,111,Auto,Other,2018,{2018},49487.0
Coyote Springs-AVA No 2 500kV line,2018-09-21 14:21:00,2018-09-22 16:31:00,500.0,1570,Auto,Unknown,2018,{2018},49487.0
Box Canyon tap to Colville-Boundary No 1 115kV line,2018-09-23 14:05:00,2018-09-23 14:30:00,115.0,25,Auto,Tree Blown,2018,{2018},49487.0
Box Canyon-Metaline Falls section of Colville-Boundary No 1 115kV line,2018-09-23 14:05:00,2018-09-23 14:30:00,115.0,25,Auto,Tree Blown,2018,{2018},49487.0
Colville-Boundary No 1 115kV line,2018-09-23 14:05:00,2018-09-23 14:30:00,115.0,25,Auto,Tree Blown,2018,{2018},49487.0
Colville-Spirit section of Colville-Boundary No 1 115kV line,2018-09-23 14:05:00,2018-09-23 14:30:00,115.0,25,Auto,Tree Blown,2018,{2018},49487.0
Metaline Falls tap to Colville-Boundary No 1 115kV line,2018-09-23 14:05:00,2018-09-23 14:30:00,115.0,25,Auto,Tree Blown,2018,{2018},49487.0
Metaline Falls-Boundary section of Colville-Boundary No 1 115kV line,2018-09-23 14:05:00,2018-09-23 14:30:00,115.0,25,Auto,Tree Blown,2018,{2018},49487.0
Spirit tap to Colville-Boundary No 1 115kV line,2018-09-23 14:05:00,2018-09-23 14:30:00,115.0,25,Auto,Tree Blown,2018,{2018},49487.0
Spirit-Box Canyon section of Colville-Boundary No 1 115kV line,2018-09-23 14:05:00,2018-09-23 14:30:00,115.0,25,Auto,Tree Blown,2018,{2018},49487.0
Midway-Benton No 2 230kV line,2018-09-26 12:32:00,2018-09-26 12:39:00,230.0,7,Auto,Other,2018,{2018},49487.0
Captain Jack-Snow Goose No 1 500kV line,2018-10-01 03:45:00,2018-10-01 08:06:00,500.0,261,Auto,Unknown,2018,{2018},49487.0
Carrolls-Cardwell 115kV line,2018-10-02 12:45:00,2018-10-02 12:54:00,115.0,9,Auto,Other,2018,{2018},49487.0
Brewster-Pateros section of Brewster-Twisp 115kV line,2018-10-02 13:35:00,2018-10-02 14:44:00,115.0,69,Auto,Unknown,2018,{2018},49487.0
Brewster-Twisp 115kV line,2018-10-02 13:35:00,2018-10-02 16:36:00,115.0,181,Auto,Unknown,2018,{2018},49487.0
Pateros-Twisp section of Brewster-Twisp 115kV line,2018-10-02 13:35:00,2018-10-02 16:36:00,115.0,181,Auto,Unknown,2018,{2018},49487.0
Albany-Eugene No 1 115kV line,2018-10-08 14:23:00,2018-10-08 14:51:00,115.0,28,Auto,Unknown,2018,{2018},49487.0
Shepherds Flat-Slatt No 1 230kV line,2018-10-10 15:58:00,2018-10-10 16:20:00,230.0,22,Auto,Other,2018,{2018},49487.0
Shepherds Flat-Slatt No 2 230kV line,2018-10-10 15:58:00,2018-10-10 16:21:00,230.0,23,Auto,Other,2018,{2018},49487.0
Shepherds Flat-Slatt No 1 230kV line,2018-10-12 09:28:00,2018-10-12 12:06:00,230.0,158,Auto,Other,2018,{2018},49487.0
Columbia Falls-Kalispell No 1 115kV line,2018-10-15 11:37:00,2018-10-15 11:41:00,115.0,4,Auto,Other,2018,{2018},49487.0
Angus tap to Franklin-Badger Canyon No 2 115kV line,2018-10-18 15:15:00,2018-10-18 16:13:00,115.0,58,Auto,Other,2018,{2018},49487.0
Ely-Highlands section of Franklin-Badger Canyon No 2 115kV line,2018-10-18 15:15:00,2018-10-18 16:13:00,115.0,58,Auto,Other,2018,{2018},49487.0
Franklin-Badger Canyon No 2 115kV line,2018-10-18 15:15:00,2018-10-18 16:13:00,115.0,58,Auto,Other,2018,{2018},49487.0
Franklin-Gum Street section of Franklin-Badger Canyon No 2 115kV line,2018-10-18 15:15:00,2018-10-18 16:13:00,115.0,58,Auto,Other,2018,{2018},49487.0
Gum Street-Kennewick section of Franklin-Badger Canyon No 2 115kV line,2018-10-18 15:15:00,2018-10-18 16:13:00,115.0,58,Auto,Other,2018,{2018},49487.0
Highlands tap to Franklin-Badger Canyon No 2 115kV line,2018-10-18 15:15:00,2018-10-18 16:13:00,115.0,58,Auto,Other,2018,{2018},49487.0
Highlands-Orchard View section of Franklin-Badger Canyon No 2 115kV line,2018-10-18 15:15:00,2018-10-18 16:13:00,115.0,58,Auto,Other,2018,{2018},49487.0
Kennewick-Ely section of Franklin-Badger Canyon No 2 115kV line,2018-10-18 15:15:00,2018-10-18 16:13:00,115.0,58,Auto,Other,2018,{2018},49487.0
Chehalis-Centralia No 2 69kV line,2018-10-19 14:50:00,2018-10-19 15:44:00,69.0,54,Auto,Other,2018,{2018},49487.0
